junction	numReads	p_predicted	p_value
chr4|ING2:184432249|WWC2:184166568|rev|+	1	4.52676954060005e-11	0.0949907475563256
chr4|SETD7:140427191|CLGN:141313532|rev|-	1	5.28970846101999e-07	0.0945395333644281
chr4|TLL1:166981340|TLL1:166946467|rev|+	2	0.999819459941982	7.09253745918188e-231
chr5|ADRA1B:159344861|LOC285626:158774523|rev|+	1	5.91885642814474e-11	0.0949907475563256
chr5|CANX:179146782|CANX:179146668|dup|+	1	0.988093044910334	6.77434916089259e-61
chr5|DBN1:176883613|COL23A1:177715551|rev|-	1	3.07028357724652e-07	0.0949098186923788
chr5|DIAPH1:140894587|DIAPH1:140915629|rev|-	5	1.08417595610772e-20	3.60270269620241e-42
chr5|FBXO4:41934410|C7:40950005|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr5|GOLPH3:32124823|ZFR:32395410|rev|-	1	1.40421251935106e-09	0.0949907475563256
chr5|MAP3K1:56191978|IL31RA:55203186|rev|+	3	1.80696168235106e-26	0.0548429336721684
chr5|MCCC2:70954530|BDP1:70818115|rev|+	1	0.00109046429327225	2.2254189218376e-08
chr5|NHP2:177576464|AGXT2L2:177638971|rev|-	1	1.42934818585806e-10	0.0949907475563256
chr5|NPM1:170833731|NPM1:170819917|rev|+	1	4.52676954060005e-11	0.0949907475563256
chr5|NSUN2:6599351|LOC442132:7304075|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr5|NUDCD2:162880585|NUDCD2:162884086|rev|-	2	3.00616257563816e-21	0.0671686017470573
chr5|PCDHGA10:140795178|PCDHA13:140261853|rev|+	1	1.48604508989652e-10	0.0949907475563256
chr5|PDE4D:58284319|PDE4D:58289292|rev|-	1	0.986740445701479	3.99471289150708e-60
chr5|PPIC:122359077|CEP120:122713229|rev|-	1	5.69825234437966e-11	0.0949907475563256
chr5|PTTG1:159855746|TTC1:159462146|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr5|PTTG1:159855746|TTC1:159470139|rev|+	1	6.82071940842464e-09	0.0949907475561452
chr5|RNF145:158621723|RNF145:158630664|rev|-	1	0.854197301601703	1.31918798181585e-43
chr5|RNF44:175959366|MXD3:176739292|rev|-	1	3.72361723006985e-10	0.0949907475563256
chr5|SPINK5:147504503|SPINK5:147484514|rev|+	1	3.35764990645725e-09	0.0949907475563247
chr5|TCERG1:145891069|TCERG1:145888707|rev|+	1	1.25185975209451e-08	0.0949907475452148
chr5|TPPP:693392|BRD9:880004|rev|-	1	6.19528273204691e-06	0.0525167338761529
chr5|ZSWIM6:60768864|NDUFAF2:60368951|rev|+	3	0.871461757301493	3.6194668589102e-309
chr6|BAG6:31606804|VARS:31760078|rev|-	1	2.57394765179978e-09	0.0949907475563255
chr6|BTN3A3:26440876|BTN3A2:26368202|rev|+	1	0.474191331566336	3.14284578283551e-33
chr6|C6orf62:24714545|C6orf62:24716552|rev|-	1	0.982062741548178	5.55142999674076e-58
chr6|HLA-A:29910403|HLA-H:29855731|rev|+	6	1.4506462602295e-34	0.0387798102994921
chr6|HLA-A:29910403|LOC554223:29760213|rev|+	1	1.2384039849143e-10	0.0949907475563256
chr6|HLA-A:29910803|HLA-H:29856243|rev|+	2	3.16846344755473e-17	0.0671686017470573
chr6|HLA-A:29912174|HLA-G:29797592|rev|+	2	1.10673121541377e-16	0.0671686017470573
chr6|HLA-A:29912174|HLA-H:29857483|rev|+	1	3.80318471170647e-07	0.0948263219823672
chr6|HLA-A:29912393|HLA-G:29798154|rev|+	1	6.82071940842464e-09	0.0949907475561452
chr6|HLA-A:29912393|HLA-H:29858040|rev|+	34	1.14799642299217e-85	0
chr6|HLA-E:30460360|HLA-A:29913227|rev|+	1	0.000504574632715409	9.38735226791157e-07
chr6|HLA-H:29856519|HLA-G:29797194|rev|+	3	2.29883852299622e-26	0.0548429336721684
chr6|HLA-L:30229256|HLA-H:29857483|rev|+	3	1.00014892723938e-24	0.0548429336721684
chr6|MICAL1:109765265|AKD1:109900829|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr6|OARD1:41034530|USP49:41839375|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr6|OGFRL1:72011973|SMAP1:71508359|rev|+	1	3.07028357724652e-07	0.0949098186923788
chr6|PCMT1:150123667|TAB2:149699153|rev|+	1	1.48604508989652e-10	0.0949907475563256
chr6|PHF10:170104001|PSMB1:170855272|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr6|RNF217:125366590|RNF217:125366356|dup|+	1	0.987473153007965	1.5662687043035e-60
chr6|RRP36:42997337|RRP36:42994915|rev|+	1	1.54410643696419e-10	0.0949907475563256
chr6|SFT2D1:166733516|RNASET2:167362113|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr6|SLC35B2:44221837|AARS2:44269201|rev|-	2	2.20684777167577e-20	0.0671686017470573
chr6|SLC35B2:44221837|SUPT3H:44982628|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr6|TAF11:34845554|TULP1:35474056|rev|-	1	2.94012668543828e-07	0.0949209966203689
chr6|UBR2:42562042|UBR2:42559888|rev|+	1	0.429198993093761	2.66034498459879e-32
chr6|WASF1:110421021|CDK19:111067404|rev|-	1	7.28054782967347e-11	0.0949907475563256
chr7|CCDC136:128446449|SND1:127714553|rev|+	1	0.981242073366626	1.1458397680901e-57
chr7|CCDC136:128447599|SND1:127714553|rev|+	1	0.988116432714019	6.55764030094302e-61
chr7|CCZ1:5965603|OCM:5925694|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr7|CCZ1:5965603|WIPI2:5267734|rev|+	1	2.62411570183323e-09	0.0949907475563255
chr7|ESYT2:158523688|ESYT2:158540971|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr7|FIS1:100882892|MYL10:101256990|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr7|GLCCI1:8128709|LOC729852:7916911|rev|+	1	3.13713929655222e-10	0.0949907475563256
chr7|GTF2I:74160750|GTF2I:74143123|rev|+	1	0.286144451217671	3.34836984803006e-29
chr7|GTF2IRD1:73927301|EIF4H:73609070|rev|+	1	0.975908963660085	6.42869271790328e-56
chr7|HERPUD2:35672269|AOAH:36616262|rev|-	1	8.02235821609559e-10	0.0949907475563256
chr7|HOTAIRM1:27139877|LOC441204:26535733|rev|+	5	8.90829249775502e-43	0.0424811537538932
chr7|IMMP2L:110603555|IMMP2L:110603621|dup|-	1	0.988102344253277	6.68739147839534e-61
chr7|LAMB1:107564245|NRCAM:107799986|rev|-	2	6.35411405387199e-18	0.0671686017470573
chr7|NSUN5P2:72419206|NSUN5:72717521|rev|-	1	0.987793583846293	1.02124987622958e-60
chr7|NUP205:135333499|CALD1:134625842|rev|+	1	6.82071940842464e-09	0.0949907475561452
chr7|PARP12:139723548|PARP12:139754563|rev|-	1	4.53515571986596e-11	0.0949907475563256
chr7|PEG10:94299006|COL1A2:94059558|rev|+	4	3.56421532743914e-34	0.0474953737781628
chr7|PHF14:11030474|PHF14:11021998|rev|+	1	0.988050824454922	7.18263663623254e-61
chr7|PMS2L2:74982815|PMS2P3:75141745|rev|-	2	4.95580367701719e-08	1.7771932973582e-13
chr7|POLR2J3:102180461|POLR2J2:102279281|rev|-	1	0.00647654147741157	4.15426302539599e-13
chr7|POLR2J:102116627|POLR2J3:102208631|rev|-	1	0.452223814690875	8.91214603623401e-33
chr7|PUS7:105096959|EFCAB10:105210018|rev|-	1	5.69825234437966e-11	0.0949907475563256
chr7|PUS7:105162498|EFCAB10:105209737|rev|-	1	5.69825234437966e-11	0.0949907475563256
chr7|SKAP2:26883648|SKAP2:26883756|dup|-	1	0.950450145482889	5.75305076768072e-51
chr7|SND1:127544872|SND1:127447537|rev|+	2	0.99985034547795	1.60424904753411e-233
chr7|SRI:87834431|C7orf62:88424360|rev|-	1	5.91885642814474e-11	0.0949907475563256
chr7|TMEM243:86825477|ABCB1:87183248|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr7|VOPP1:55538305|SEPT14:55874951|rev|-	1	1.40421251935106e-09	0.0949907475563256
chr7|YKT6:44240838|HECW1:43283473|rev|+	1	1.84409076721454e-08	0.0949907474288712
chr7|ZNHIT1:100867471|ZNHIT1:100866757|rev|+	1	5.69825234437966e-11	0.0949907475563256
chr8|ASPH:62593526|ASPH:62596747|rev|-	1	0.98758738740191	1.34657131359411e-60
chr8|C8orf82:145751602|ARHGAP39:145838888|rev|-	2	9.54004240336615e-12	0.0638994468384068
chr8|CPSF1:145618445|ARHGAP39:145838888|rev|-	2	0.00206511470953634	2.50492836438213e-70
chr8|EIF3H:117657054|EIF3H:117668244|rev|-	2	2.93576219369075e-18	0.0671686017470573
chr8|FNTA:42919358|FNTA:42914234|rev|+	1	0.987449009607435	1.61680708087535e-60
chr8|HRSP12:99114566|HRSP12:99118234|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr8|LAPTM4B:98864830|MTDH:98698895|rev|+	1	6.82071940842464e-09	0.0949907475561452
chr8|MRPS28:80831094|MRPS28:80831383|dup|-	1	1.31229041907348e-09	0.0949907475563256
chr8|PLEC:144989320|ARHGAP39:145838888|rev|-	10	6.20733459885924e-10	0
chr8|RPL30:99053937|STK3:99468228|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr8|SLC39A4:145637797|ARHGAP39:145838888|rev|-	1	0.737812980452768	2.32722847239436e-39
chr8|TNFRSF10B:22887122|TNFRSF10D:23003434|rev|-	1	2.18349914796756e-06	0.0836065039406426
chr8|UBR5:103299660|UBR5:103300494|rev|-	1	0.95796212271989	4.36691239556125e-52
chr9|ANKRD18B:33558185|ANKRD18B:33533436|rev|+	1	0.255198544580348	1.86807898992584e-28
chr9|ANP32B:100774754|ANP32B:100773552|rev|+	1	0.071568057266549	6.92791906454558e-22
chr9|ASS1:133333976|ASS1:133333787|dup|+	2	0.986659181138577	3.01606293887742e-174
chr9|CDC26:116029289|HDHD3:116138341|rev|-	1	0.0973365744172087	2.79176771940952e-23
chr9|ENDOG:131584955|DNM1:131010202|rev|+	1	5.6422816896637e-05	0.00179872783320427
chr9|FKBP15:115927799|HDHD3:116138341|rev|-	1	2.94883185427637e-09	0.0949907475563253
chr9|IARS:94972489|IARS:94985771|rev|-	1	3.07028357724652e-07	0.0949098186923788
chr9|IARS:95033266|NOL8:95068112|rev|-	1	0.976679377111961	3.819346370612e-56
chr9|KANK1:540667|KANK1:539515|rev|+	5	0.999999999684617	0
chr9|MELK:36657360|CLTA:36211599|rev|+	1	3.87285019567798e-10	0.0949907475563256
chr9|MIR181A2HG:127460907|LOC100129034:127115751|rev|+	1	4.53997627563592e-09	0.0949907475563163
chr9|MRPL41:140447007|GRIN1:140042603|rev|+	1	7.84006701453093e-10	0.0949907475563256
chr9|PLIN2:19115758|PLIN2:19119829|rev|-	1	5.46270848368033e-09	0.0949907475562891
chr9|POLE3:116169517|AMBP:116836432|rev|-	1	5.48284832482945e-11	0.0949907475563256
chr9|PRRC2B:134375575|NUP214:134010284|rev|+	7	7.54282586363546e-48	0.0359031278408792
chr9|RPL35:127620157|HSPA5:128002588|rev|-	2	4.2219908559029e-19	0.0671686017470573
chr9|SNX30:115637267|MIR4668:114694379|rev|+	1	1.04876869824993e-09	0.0949907475563256
chr9|SPTLC1:94793426|IPPK:95403064|rev|-	1	2.52073680138127e-09	0.0949907475563255
chr9|SPTLC1:94793426|OMD:95179856|rev|-	1	2.72996506938212e-09	0.0949907475563254
chrX|ATRX:76907603|ATRX:76920267|rev|-	2	0.999819459941982	7.09253745918188e-231
chrX|CSAG3:151928200|CSAG1:151909138|rev|+	6	7.23317242718175e-05	0
chrX|EMD:153609883|ATP2B3:152814954|rev|+	1	2.25470212970841e-09	0.0949907475563256
chrX|GAGE12I:49339776|GAGE2E:49195252|rev|+	1	0.175459743867973	2.97223106503377e-26
chrX|GAGE1:49373139|GAGE2E:49304030|rev|+	1	1.04876869824993e-09	0.0949907475563256
chrX|GAGE2C:49211863|GAGE2E:49195252|rev|+	1	0.00215102254750785	5.0843781576076e-10
chrX|HCFC1:153213007|MPP1:154018297|rev|-	1	2.52073680138127e-09	0.0949907475563255
chrX|HUWE1:53672262|HUWE1:53681075|rev|-	1	0.936287937128203	2.92498421322754e-49
chrX|IRAK1:153279492|UBL4A:153713988|rev|-	1	1.02306735270069e-10	0.0949907475563256
chrX|LOC286467:130883333|LOC286467:130928494|rev|-	1	0.684098025781475	6.7239199268793e-38
chrX|RNF113A:119004494|NKAP:119070394|rev|-	1	1.76482763686447e-09	0.0949907475563256
chrX|RPL39:118920468|NKAP:119070394|rev|-	1	3.03709261025699e-09	0.0949907475563252
chrX|SLC25A43:118544325|WDR44:117578322|rev|+	1	5.69825234437966e-11	0.0949907475563256
chrX|SNX12:70279096|BCYRN1:70803876|rev|-	2	2.36182024200245e-13	0.0671685988979202
chrX|SSX2B:52782379|SSX8:52655341|rev|+	1	6.09064726977253e-06	0.053155817836273
chrX|TCEAL8:102507922|H2BFXP:103315414|rev|-	1	6.54866159706469e-09	0.0949907475561905
chrX|TMLHE:154741333|TMLHE:154774938|rev|-	2	0.999827124059493	1.73982756093557e-231
chrX|UBE2A:118718379|DOCK11:117819650|rev|+	1	6.21860330445257e-11	0.0949907475563256
chrX|WDR44:117532433|WDR44:117526594|rev|+	2	0.999453358016733	1.45434516319391e-215
chrX|ZBTB33:119392251|AKAP14:119037176|rev|+	1	1.415079369054e-09	0.0949907475563256
chrX|ZMYM3:70459473|BCYRN1:70803876|rev|-	1	3.00919091396515e-07	0.0949151955310984
