Chr	Start	End	Hela_RNaseR-minus_pairs_Chimeric.out.junction
chr11	14880589	14882912	1
chr11	14896499	14902314	1
chr11	16205432	16208501	2
chr11	16339992	16497935	1
chr11	17167215	17172202	1
chr11	17167215	17177176	3
chr11	17172045	17191353	2
chr11	17542417	17542958	1
chr11	18010144	18017456	2
chr11	18105082	18111057	1
chr11	18305342	18307006	1
chr11	18312989	18313566	1
chr11	18312989	18314523	12
chr11	18322375	18332998	1
chr11	18344116	18357493	1
chr11	18354607	18354775	1
chr11	18369135	18373516	1
chr11	18369135	18373993	2
chr11	18422384	18425358	1
chr11	18536225	18537711	1
chr11	18536225	18541150	2
chr11	18557953	18600355	1
chr11	18568427	18591924	1
chr11	19854030	19914140	1
chr11	20099098	20104725	1
chr11	20104138	20104725	1
chr11	20129210	20136341	1
chr11	20385783	20404804	1
chr11	20409565	20486092	1
chr11	20417349	20429578	2
chr11	20424465	20429578	1
chr11	20424465	20448411	2
chr11	20429457	20448411	1
chr11	20429457	20515800	1
chr11	20473676	20486092	1
chr11	27371879	27371960	1
chr11	27393162	27414065	2
chr11	27412641	27434407	4
chr11	28080473	28080708	1
chr11	28080473	28113060	2
chr11	28104403	28112274	1
chr11	31814986	31832563	1
chr11	31827950	31832563	1
chr11	32610140	32610681	1
chr11	32610140	32611187	2
chr11	32948703	32949669	1
chr11	32948703	32956981	32
chr11	32956547	32999546	1
chr11	32975403	32979632	2
chr11	32975403	32990689	1
chr11	33076163	33094199	1
chr11	33163213	33163532	2
chr11	33307959	33309057	165
chr11	33307959	33350179	1
chr11	33360315	33369559	1
chr11	33362514	33363232	1
chr11	34093273	34104588	1
chr11	34093273	34112225	1
chr11	34093273	34101312	2
chr11	34093273	34098189	18
chr11	34093273	34093534	2
chr11	34101104	34101312	1
chr11	34101175	34104588	1
chr11	34101175	34111003	2
chr11	34110942	34112225	1
chr11	34110942	34113603	1
chr11	34111726	34112225	2
chr11	34111726	34113603	4
chr11	34129758	34135385	1
chr11	34218872	34226237	1
chr11	34969053	34991833	5
chr11	34978931	34999729	6
chr11	34978931	35002050	1
chr11	34978931	35006275	3
chr11	34978931	35013926	8
chr11	34981967	34991833	1
chr11	34991686	35006275	2
chr11	34999671	35013926	1
chr11	35226059	35229753	1
chr11	35747472	35747711	1
chr11	36103203	36120011	1
chr11	36248635	36248980	5
chr11	36422547	36424928	1
chr11	36422547	36440853	1
chr11	36631631	36657667	1
chr11	45883611	45893784	2
chr11	46098305	46113774	8
chr11	46515158	46529920	7
chr11	46515158	46534363	2
chr11	46789125	46811736	1
chr11	46800010	46812133	3
chr11	46801744	46802035	1
chr11	46804824	46810323	2
chr11	46806038	46812133	1
chr11	46829581	46831424	1
chr11	46832557	46842819	1
chr11	46958118	46969715	1
chr11	46958118	47008861	14
chr11	47073939	47074069	1
chr11	47073939	47078385	2
chr11	47158867	47159280	1
chr11	47158957	47159280	1
chr11	47254365	47256963	1
chr11	47282792	47283569	2
chr11	47444125	47444524	6
chr11	47446158	47447501	1
chr11	47493743	47500492	1
chr11	47498398	47504408	1
chr11	47505005	47506075	1
chr11	47508302	47510576	1
chr11	47521005	47528449	2
chr11	47650505	47652639	2
chr11	47656224	47660603	8
chr11	47752926	47755681	1
chr11	47752926	47758292	1
chr11	47752926	47786914	1
chr11	47753669	47772842	1
chr11	47758168	47767946	1
chr11	47765505	47772842	1
chr11	47767608	47774654	1
chr11	47772468	47786914	1
chr11	47772468	47774654	1
chr11	47774468	47776216	3
chr11	47786822	47786914	1
chr11	47804625	47808106	1
chr11	47809734	47810163	1
chr11	47819331	47820015	1
chr11	47833616	47833981	1
chr11	47837031	47841010	4
chr11	48134299	48152268	1
chr11	48134299	48164602	1
chr11	48158555	48164602	1
chr11	48166227	48181601	1
chr11	57563049	57564464	1
chr11	57563929	57564464	1
chr11	57563929	57569668	2
chr11	57581783	57582972	1
chr11	58317259	58322413	1
chr11	59426339	59426942	1
chr11	60694774	60694865	1
chr11	61071337	61081958	1
chr11	61076455	61099163	1
chr11	61096835	61097512	1
chr11	61133517	61135470	10
chr11	62288227	62288385	1
chr11	62291800	62292056	1
chr11	62294632	62294679	1
chr11	62402293	62407203	1
chr11	62406455	62407203	3
chr11	62502854	62505962	2
chr11	62564655	62564858	3
chr11	62591638	62593011	1
chr11	62606586	62607131	3
chr11	62621024	62622912	1
chr11	62649365	62652829	2
chr11	62652649	62653080	1
chr11	63526239	63526789	1
chr11	63662631	63663105	1
chr11	63918711	63919865	1
chr11	63960550	63962092	2
chr11	63964743	63965446	1
chr11	64073001	64081539	2
chr11	65034053	65036200	1
chr11	65034053	65057343	2
chr11	65055187	65063461	1
chr11	65156832	65161896	1
chr11	65191834	65211534	1
chr11	65202524	65205128	1
chr11	65210535	65211534	3
chr11	65267576	65267747	1
chr11	65269131	65269836	1
chr11	65269302	65269585	1
chr11	65269761	65272066	1
chr11	65269792	65272490	1
chr11	65269792	65272066	1
chr11	65270108	65272066	1
chr11	65270588	65272066	3
chr11	65271200	65271402	1
chr11	65271200	65272490	2
chr11	65271797	65272066	1
chr11	65272291	65272490	2
chr11	65373232	65375919	1
chr11	65661485	65664477	5
chr11	65765913	65767146	1
chr11	65822547	65828202	1
chr11	65826301	65830587	1
chr11	66252644	66255478	1
chr11	66366587	66368020	1
chr11	66372960	66373063	1
chr11	66563752	66595835	1
chr11	66571466	66590145	1
chr11	66797593	66802309	1
chr11	66947550	66949363	2
chr11	66974981	66985355	1
chr11	67209437	67210936	1
chr11	67375867	67377106	1
chr11	67376023	67377106	1
chr11	67376023	67379449	1
chr11	67938482	67939156	2
chr11	67953248	67957619	1
chr11	68115315	68115711	1
chr11	68115315	68125315	1
chr11	68115315	68131411	2
chr11	68115315	68133170	3
chr11	68115315	68157520	1
chr11	68153784	68157520	1
chr11	68170951	68171884	1
chr11	68286969	68326147	2
chr11	68286969	68321725	1
chr11	68286969	68318654	1
chr11	68286969	68338572	4
chr11	68286969	68343511	1
chr11	68315535	68363686	1
chr11	68318589	68331900	5
chr11	68318589	68338572	2
chr11	68334482	68338572	2
chr11	68334482	68363686	2
chr11	68337216	68343511	1
chr11	68337216	68350597	1
chr11	68337216	68363686	1
chr11	68341577	68350597	1
chr11	68369331	68370960	2
chr11	68527037	68529155	2
chr11	68548108	68560870	1
chr11	68560783	68564401	2
chr11	68562272	68566823	1
chr11	68564324	68580044	1
chr11	68571468	68575106	2
chr11	68574935	68580044	2
chr11	68821501	68831435	1
chr11	70007267	70017145	1
chr11	70054876	70055065	1
chr11	70251371	70253697	1
chr11	70265852	70266616	1
chr11	70281132	70281850	1
chr11	71191801	71196694	1
chr11	71693807	71698157	1
chr11	72598515	72613683	3
chr11	72695133	72700142	5
chr11	73130919	73141815	1
chr11	73388766	73431944	1
chr11	73418465	73431944	3
chr11	73418465	73429935	1
chr11	73418465	73429763	6
chr11	73418465	73427390	1
chr11	73418465	73427407	2
chr11	73795926	73809300	1
chr11	73809054	73850873	2
chr11	73829273	73834180	4
chr11	73843889	73844602	2
chr11	73843889	73850873	2
chr11	73914773	73915490	2
chr11	74053506	74054461	2
chr11	74315737	74336618	1
chr11	74336453	74347320	1
chr11	74500671	74501037	1
chr11	74570203	74574066	1
chr11	75694431	75719911	1
chr11	75694431	75728024	3
chr11	75718578	75728024	2
chr11	76174865	76183884	4
chr11	76207259	76248994	1
chr11	76207259	76239510	2
chr11	76224430	76239510	8
chr11	76237506	76239510	1
chr11	77085373	77091039	1
chr11	77090286	77091039	2
chr11	77327251	77340944	1
chr11	77327282	77327468	1
chr11	77330651	77336863	1
chr11	77330651	77340944	5
chr11	77336008	77336863	4
chr11	77336008	77340944	1
chr11	77394755	77402283	1
chr11	77409532	77413540	1
chr11	77666988	77692622	1
chr11	77669792	77672184	1
chr11	77812139	77820627	1
chr11	77812139	77838482	1
chr11	77830228	77832220	3
chr11	78176922	78204241	2
chr11	78189484	78189729	1
chr11	78270585	78282489	2
chr11	78279678	78282489	2
chr11	82560091	82571159	3
chr11	82872369	82877756	1
chr11	82874721	82875443	1
chr11	82874721	82882956	3
chr11	82976907	82991303	1
chr11	82984690	82991303	1
chr11	82989769	82991303	5
chr11	85340938	85346822	1
chr11	85342189	85346822	1
chr11	85685751	85685855	1
chr11	85685751	85692271	1
chr11	85685751	85695016	6
chr11	85692172	85714494	1
chr11	85692172	85742653	3
chr11	85692172	85722179	1
chr11	85692172	85695016	1
chr11	85692788	85693046	1
chr11	85692788	85695016	1
chr11	85692788	85707972	2
chr11	85692788	85737409	3
chr11	85701293	85742653	2
chr11	85707869	85714494	2
chr11	85707869	85742653	5
chr11	85707869	85718626	2
chr11	85707869	85712201	2
chr11	85711686	85712201	3
chr11	85711686	85742653	1
chr11	85712078	85723435	1
chr11	85712078	85742653	1
chr11	85714409	85742653	1
chr11	85718585	85742653	13
chr11	85722028	85742653	1
chr11	85722073	85737409	1
chr11	85722073	85742653	10
chr11	85733410	85742653	16
chr11	85733410	85779780	1
chr11	85961338	85967554	2
chr11	85961338	85968638	2
chr11	85966264	85967554	1
chr11	86017287	86017524	1
chr11	86529166	86529234	1
chr11	86778736	86802437	7
chr11	89935981	89948398	2
chr11	89939370	89944486	1
chr11	89943704	89951352	1
chr11	92895872	92903387	1
chr11	93232442	93238379	3
chr11	93412578	93440063	1
chr11	93428663	93440063	2
chr11	93429486	93433352	4
chr11	93429486	93440063	1
chr11	93429486	93436085	1
chr11	93429848	93433352	1
chr11	93457420	93458997	1
chr11	93469307	93469917	4
chr11	93469307	93471665	2
chr11	93523740	93527201	1
chr11	94219090	94224131	3
chr11	94528177	94533477	2
chr11	94528177	94564707	1
chr11	94532556	94533477	2
chr11	94532556	94554987	1
chr11	94554696	94564707	5
chr11	94703233	94705288	1
chr11	95532396	95546753	1
chr11	95546096	95552068	1
chr11	95546096	95546753	1
chr11	95718695	95724887	1
chr11	95825056	95826681	1
chr11	100608997	100609229	1
chr11	100730285	100792335	2
chr11	100812515	100814599	1
chr11	100819188	100832499	1
chr11	100830614	100849780	1
chr11	101857563	101868464	1
chr11	101984875	102094483	1
chr11	102033187	102076805	1
chr11	102076624	102080295	1
chr11	102076624	102098312	2
chr11	102221077	102248773	2
chr11	102221082	102248773	1
chr11	102221575	102248629	1
chr11	102233627	102239279	2
chr11	102953477	102960047	1
chr11	103013997	103093815	2
chr11	103090644	103093815	1
chr11	103151077	103270600	1
chr11	103173822	103194718	1
chr11	103173822	103229087	1
chr11	103173932	103182762	1
chr11	106804943	106810904	2
chr11	106810186	106856857	1
chr11	107205607	107224462	2
chr11	107260800	107263621	1
chr11	107286935	107289013	2
chr11	107673727	107686691	1
chr11	107916997	107925682	7
chr11	107916997	107944224	1
chr11	107940823	107944224	1
chr11	107959254	107969256	1
chr11	108002634	108005043	1
chr11	108002634	108005969	3
chr11	108016929	108019585	2
chr11	108029647	108047817	2
chr11	108040471	108047817	1
chr11	108044276	108044404	1
chr11	108046973	108047817	17
chr11	108055959	108062917	2
chr11	108057209	108061227	1
chr11	108098322	108100050	2
chr11	108137898	108163520	1
chr11	108356884	108361812	1
chr11	108577466	108594189	1
chr11	108586606	108594189	2
chr11	108709173	108722936	2
chr11	110007388	110008139	1
chr11	110007388	110030215	2
chr11	110102428	110150481	1
chr11	110134685	110135599	1
chr11	110143261	110150481	1
chr11	111477419	111491126	2
chr11	111486967	111491126	7
chr11	111622883	111624301	3
chr11	111625223	111630675	1
chr11	111656513	111657244	1
chr11	111914190	111922073	1
chr11	111945611	111953234	1
chr11	111948939	111951282	1
chr11	113697955	113725057	1
chr11	113704142	113723355	1
chr11	113723223	113725057	1
chr11	114316701	114320888	1
chr11	114320568	114320888	1
chr11	116627862	116629123	1
chr11	116797935	116827780	1
chr11	116825362	116827780	1
chr11	117023157	117034622	1
chr11	117023157	117034608	7
chr11	117023157	117031977	1
chr11	117031861	117034608	1
chr11	117109317	117110576	3
chr11	117150624	117150975	1
chr11	118350889	118352807	1
chr11	118352430	118353210	2
chr11	118368651	118370135	1
chr11	118370647	118371409	1
chr11	118425174	118430579	1
chr11	118453894	118455359	1
chr11	118626969	118629611	2
chr11	118650341	118657227	1
chr11	118881931	118885793	1
chr11	118897647	118900274	2
chr11	118958965	118959982	1
chr11	118958965	118961104	1
chr11	118967852	118971118	1
chr11	119103158	119103405	3
chr11	119144578	119145663	1
chr11	119144578	119146844	1
chr11	119155942	119156136	1
chr11	119167628	119168191	1
chr11	119991281	119996597	1
chr11	119991281	119999203	1
chr11	119999848	119999912	1
chr11	120100224	120100369	1
chr11	120276827	120278532	5
chr11	120276827	120308091	2
chr11	120276827	120280159	16
chr11	120308017	120317794	1
chr11	120310838	120316173	1
chr11	120335946	120338017	1
chr11	120339997	120348235	1
chr11	120343759	120348235	1
chr11	120345269	120348235	13
chr11	120345269	120349098	2
chr11	120346049	120348235	1
chr11	120907214	120930794	1
chr11	120916383	120930794	5
chr11	122051044	122073617	2
chr11	122162992	122163111	1
chr11	122162992	122164782	1
chr11	122646927	122667741	1
chr11	122646927	122647918	2
chr11	122774633	122775152	1
chr11	122953793	122955421	1
chr11	122954388	122955421	1
chr11	123597565	123599833	1
chr11	124495748	124495799	1
chr11	124844992	124847496	1
chr11	125513687	125514538	1
chr11	126142864	126143349	3
chr11	126213202	126215394	2
chr11	126275991	126278089	1
chr11	126276838	126278391	1
chr11	127810681	127811573	1
chr11	128354718	128360471	1
chr11	128354718	128391883	1
chr11	128932175	128936763	1
chr11	128932175	128994789	1
chr11	128963516	129034322	10
chr11	128963516	128994789	5
chr11	128993341	128994789	2
chr11	128993341	129034322	14
chr11	129812321	129825466	1
chr11	129979324	129980556	3
chr11	129979324	129992408	3
chr11	129979324	130000061	1
chr11	129996595	130003623	3
chr11	130130751	130131824	39
chr11	130775848	130781666	1
chr11	134076494	134080348	2
chr12	394612	417171	1
chr12	394612	431733	1
chr12	459787	465703	2
chr12	514677	527802	2
chr12	514677	547720	1
chr12	518534	527802	1
chr12	922808	939326	1
chr12	936208	939326	1
chr12	992561	993409	2
chr12	993938	993979	1
chr12	1003728	1006847	2
chr12	1136914	1137738	12
chr12	1136914	1225199	1
chr12	1136914	1250953	1
chr12	1136914	1299218	5
chr12	1137505	1225199	1
chr12	1192330	1250953	1
chr12	1192330	1225199	1
chr12	1213916	1219513	1
chr12	1213916	1250953	2
chr12	1219358	1225199	2
chr12	1289706	1299218	3
chr12	1289784	1299104	1
chr12	1292496	1292558	1
chr12	1299025	1299218	1
chr12	1399018	1399178	1
chr12	1399018	1404063	1
chr12	1863424	1863680	2
chr12	2926389	2927443	1
chr12	2929252	2930958	1
chr12	2973486	2975687	1
chr12	2975559	2977920	1
chr12	3018695	3031568	2
chr12	3029929	3031568	3
chr12	4626227	4628046	2
chr12	5708650	5724463	2
chr12	5744318	5898251	1
chr12	5848483	5860136	1
chr12	6457893	6472876	3
chr12	6630964	6631203	1
chr12	6630964	6632512	3
chr12	6673057	6675502	1
chr12	6696550	6697588	1
chr12	6764804	6765964	2
chr12	6857465	6857575	1
chr12	6879928	6879988	1
chr12	6978422	6978937	1
chr12	7343843	7362962	1
chr12	9095021	9095085	1
chr12	9096001	9096506	1
chr12	9440355	9440945	2
chr12	9440355	9465625	1
chr12	9585212	9585903	1
chr12	10312313	10319446	1
chr12	10741986	10752211	1
chr12	10856659	10871742	1
chr12	10865810	10868382	1
chr12	10865810	10870376	1
chr12	12397196	12397589	6
chr12	12672796	12674397	2
chr12	12788711	12788908	1
chr12	14576843	14619524	1
chr12	14587271	14591201	2
chr12	14587274	14591201	3
chr12	14609495	14619524	1
chr12	15776092	15794764	1
chr12	19406874	19413955	1
chr12	19406874	19418784	1
chr12	19489449	19496368	1
chr12	19498776	19501453	3
chr12	19615444	19626289	12
chr12	19615444	19653155	3
chr12	19626182	19653155	2
chr12	20555984	20557747	1
chr12	20709594	20787990	1
chr12	20709594	20807139	7
chr12	20766377	20803534	1
chr12	20766377	20807139	2
chr12	20769164	20787990	5
chr12	20769164	20807139	2
chr12	20774230	20792891	7
chr12	20774230	20807139	3
chr12	20782842	20807139	2
chr12	20786627	20787990	1
chr12	20790034	20803534	1
chr12	20790034	20807139	11
chr12	20799424	20807139	2
chr12	20848360	20854645	1
chr12	20864320	20876188	1
chr12	22637631	22643152	1
chr12	22646157	22659753	2
chr12	22796697	22826594	10
chr12	22796697	22838120	1
chr12	22811948	22826594	1
chr12	25378548	25380346	1
chr12	25671729	25673009	1
chr12	25699308	25710303	1
chr12	26147970	26220646	2
chr12	26208169	26220646	4
chr12	26217708	26217763	1
chr12	26218120	26218182	1
chr12	26218183	26218320	1
chr12	26580846	26648193	1
chr12	26647086	26648193	1
chr12	26703180	26714885	1
chr12	26703180	26755639	1
chr12	26731646	26755639	2
chr12	26834807	26848583	3
chr12	26848539	26878698	1
chr12	26864106	26878698	1
chr12	26864106	26869175	2
chr12	27064111	27070666	2
chr12	27075549	27081838	1
chr12	27077288	27081838	1
chr12	27149675	27152609	1
chr12	27152459	27156323	1
chr12	27461272	27462130	1
chr12	27467437	27472356	1
chr12	27467948	27475425	1
chr12	27468222	27475425	1
chr12	27521195	27521345	1
chr12	27521195	27533337	1
chr12	27802943	27813878	1
chr12	27867713	27877119	13
chr12	27872741	27877119	2
chr12	27876980	27890541	1
chr12	28408514	28460682	4
chr12	28408514	28412375	2
chr12	28458582	28460682	32
chr12	28515371	28637098	1
chr12	28603094	28605587	2
chr12	29502012	29510657	1
chr12	29509315	29524603	1
chr12	29709790	29736507	1
chr12	29812813	29920937	1
chr12	29812813	29813818	2
chr12	30787111	30787151	1
chr12	30818154	30843511	1
chr12	30833416	30837391	1
chr12	30864500	30906493	1
chr12	30866719	30879022	1
chr12	30869442	30894040	1
chr12	30876193	30906493	1
chr12	30893954	30906493	1
chr12	31230879	31256665	1
chr12	31230879	31231471	2
chr12	31231324	31250931	1
chr12	31440568	31451158	1
chr12	31446739	31451158	2
chr12	31545201	31545630	1
chr12	31551109	31600703	1
chr12	31566370	31579358	1
chr12	31576531	31579358	1
chr12	31579227	31595859	5
chr12	31604874	31605410	1
chr12	31718343	31728148	1
chr12	32729200	32764217	1
chr12	32734894	32755251	1
chr12	32751431	32754357	2
chr12	32751431	32764217	3
chr12	32751431	32793387	1
chr12	32760891	32764217	6
chr12	32772632	32793387	1
chr12	32871577	32875567	1
chr12	32900010	32903808	1
chr12	39154649	39170103	2
chr12	39154649	39268313	1
chr12	39154649	39233757	1
chr12	39223181	39242464	3
chr12	39223181	39268313	2
chr12	39223181	39269463	1
chr12	39730898	39760225	1
chr12	39750634	39757015	4
chr12	39756900	39764063	1
chr12	39756900	39764432	1
chr12	40412648	40442012	1
chr12	40422103	40442012	13
chr12	42592938	42604421	1
chr12	42604157	42604421	1
chr12	42604157	42604482	9
chr12	42604157	42606286	1
chr12	42604157	42607589	2
chr12	42745687	42768876	2
chr12	42768665	42781337	2
chr12	44537328	44605170	2
chr12	45725078	45751207	2
chr12	45725078	45810687	2
chr12	45740805	45771896	1
chr12	45742051	45823204	1
chr12	45771836	45784281	1
chr12	45782018	45782086	2
chr12	45782021	45782086	2
chr12	45802001	45803270	1
chr12	46205201	46215270	1
chr12	46230372	46254732	5
chr12	46240639	46254732	1
chr12	46316246	46345510	1
chr12	46316246	46349975	3
chr12	46339032	46345510	1
chr12	46339032	46357971	1
chr12	46580721	46581137	1
chr12	46591503	46592526	1
chr12	46622936	46623422	1
chr12	46633462	46633509	2
chr12	46965039	46971067	1
chr12	48468107	48468576	1
chr12	48482584	48491907	1
chr12	48536565	48539529	2
chr12	49054251	49055026	1
chr12	49449824	49450130	2
chr12	49491349	49491888	3
chr12	49719284	49723237	1
chr12	49722944	49723237	3
chr12	49848008	49893988	1
chr12	49854553	49884514	4
chr12	49854553	49893988	1
chr12	49854743	49908396	1
chr12	49878373	49908396	2
chr12	49883248	49884514	1
chr12	49888524	49893988	1
chr12	49890616	49912965	1
chr12	49890616	49893988	3
chr12	50385781	50386438	10
chr12	50385781	50400419	1
chr12	50392924	50400419	1
chr12	50410414	50412372	1
chr12	50484024	50488355	1
chr12	50821545	50829407	1
chr12	50821545	50855130	1
chr12	50821545	50835426	2
chr12	50821545	50824353	8
chr12	50821545	50822873	9
chr12	50821548	50822873	5
chr12	50831518	50835426	2
chr12	50847243	50848200	4
chr12	50847243	50856413	1
chr12	50847243	50867950	1
chr12	50854918	50867950	1
chr12	51033409	51034635	1
chr12	51069112	51108379	1
chr12	51108178	51122461	1
chr12	51173923	51189792	2
chr12	51208180	51208222	1
chr12	51402259	51404549	1
chr12	51442817	51450285	1
chr12	51442817	51451911	1
chr12	51492559	51497986	1
chr12	51495718	51497986	1
chr12	51497453	51497986	3
chr12	51510098	51512555	2
chr12	52463811	52463855	1
chr12	52631034	52632559	1
chr12	53575539	53580293	1
chr12	53581348	53581633	2
chr12	53670404	53671011	1
chr12	53685474	53687313	1
chr12	53701836	53714476	1
chr12	53775443	53777406	1
chr12	53775443	53805219	4
chr12	53775443	53803345	4
chr12	53800369	53803345	1
chr12	54059031	54059082	1
chr12	54357718	54362540	1
chr12	56383731	56385237	1
chr12	56555204	56555252	1
chr12	56600059	56607804	1
chr12	56600059	56602082	1
chr12	56604085	56604352	1
chr12	56956201	56965639	14
chr12	56962759	56965639	2
chr12	56962759	56980710	1
chr12	57059988	57064148	2
chr12	57065533	57066849	3
chr12	57135219	57144979	1
chr12	57139829	57144979	2
chr12	57453662	57466663	3
chr12	57458429	57466695	1
chr12	57463017	57466695	1
chr12	57464457	57466695	1
chr12	57891940	57892406	1
chr12	57987808	57994220	1
chr12	58345541	58347472	2
chr12	62687960	62719714	1
chr12	62743002	62749256	1
chr12	62892699	62895478	1
chr12	62959017	62979281	1
chr12	64328413	64410792	1
chr12	64803742	64824067	1
chr12	64849620	64868170	1
chr12	64878083	64879797	7
chr12	64878083	64882368	1
chr12	64878083	64883899	1
chr12	64879235	64883899	2
chr12	64882267	64883899	2
chr12	65258448	65260683	1
chr12	65602544	65612399	1
chr12	65641738	65641803	2
chr12	65702309	65722383	1
chr12	65702309	65762806	1
chr12	65720606	65762806	1
chr12	66531831	66547228	1
chr12	66982246	66990707	1
chr12	69047892	69050997	1
chr12	69082742	69083436	1
chr12	69109407	69119576	2
chr12	69109407	69126519	1
chr12	69109407	69125499	4
chr12	69121131	69129124	1
chr12	69141710	69145970	1
chr12	69214105	69218431	1
chr12	69222551	69230529	8
chr12	69222551	69233581	3
chr12	69644909	69663448	2
chr12	69656150	69663448	2
chr12	69756568	69764755	4
chr12	69983265	69985939	10
chr12	69983265	69987393	6
chr12	69985839	69987393	1
chr12	70149164	70150443	1
chr12	70671912	70704797	6
chr12	70671912	70724249	1
chr12	70735887	70738008	1
chr12	72013095	72014095	2
chr12	72020040	72022817	4
chr12	72025767	72025977	1
chr12	72036216	72041593	2
chr12	72050665	72054207	5
chr12	72051329	72054207	1
chr12	72052410	72054207	1
chr12	72053151	72054207	1
chr12	72163580	72167802	2
chr12	72265850	72300918	1
chr12	76446871	76447689	1
chr12	76461151	76462774	1
chr12	76778034	76804414	1
chr12	77191214	77216311	1
chr12	77199097	77216311	2
chr12	77214838	77216311	1
chr12	77235743	77243250	1
chr12	79988109	80014987	3
chr12	80007355	80014987	9
chr12	83250789	83251359	2
chr12	83250789	83324324	1
chr12	83358803	83379825	1
chr12	88453675	88480275	1
chr12	88476808	88480275	1
chr12	88486458	88487752	2
chr12	88533272	88535111	1
chr12	88542065	88570096	1
chr12	88553891	88554628	1
chr12	88898936	88926280	2
chr12	88898936	88939642	1
chr12	89853415	89866052	1
chr12	89860547	89861462	1
chr12	89860547	89866052	1
chr12	89885713	89891119	1
chr12	89997932	90020392	1
chr12	90003714	90010816	1
chr12	90013776	90029028	1
chr12	90021455	90029028	1
chr12	90035935	90049884	6
chr12	90049456	90071593	1
chr12	93174056	93192862	1
chr12	93192668	93192862	1
chr12	93192668	93205210	1
chr12	93192668	93226626	1
chr12	93206756	93210176	1
chr12	93221688	93246801	1
chr12	93226288	93246801	2
chr12	93236241	93247727	1
chr12	93244887	93246801	4
chr12	93244887	93247730	1
chr12	94702559	94706793	2
chr12	94761570	94797038	2
chr12	94794626	94797038	2
chr12	94794626	94806201	3
chr12	94794626	94806367	1
chr12	94805473	94806367	1
chr12	95434252	95443009	2
chr12	95528515	95535315	1
chr12	95602619	95605043	31
chr12	95688048	95690034	1
chr12	95879724	95889874	2
chr12	95887832	95889874	2
chr12	96076483	96131922	1
chr12	96673308	96673362	1
chr12	96674586	96694138	1
chr12	96688777	96691499	1
chr12	96688777	96694138	1
chr12	96692647	96694138	3
chr12	96692674	96692729	1
chr12	96717726	96728643	1
chr12	97303530	97306595	2
chr12	98921664	98931350	6
chr12	98921664	98941449	1
chr12	98927067	98927319	1
chr12	98931253	98941449	2
chr12	98938008	98941449	1
chr12	98989211	98989439	6
chr12	99071203	99080651	13
chr12	99071203	99109330	1
chr12	100441308	100453821	1
chr12	100502164	100502326	1
chr12	100657275	100657671	1
chr12	100676721	100691953	6
chr12	101020416	101021737	1
chr12	101365084	101368667	1
chr12	101365084	101381448	1
chr12	101679348	101682819	1
chr12	101732591	101736871	1
chr12	101773274	101773336	1
chr12	101789002	101801491	1
chr12	102107868	102110590	1
chr12	102147150	102153921	1
chr12	102291641	102295211	1
chr12	102301964	102308010	2
chr12	102468779	102471281	1
chr12	102542008	102544149	1
chr12	102542008	102547754	3
chr12	102542008	102559661	2
chr12	102547647	102559661	1
chr12	104200100	104208899	3
chr12	104370696	104374740	1
chr12	104373609	104374740	3
chr12	104413408	104415269	1
chr12	104514178	104515099	1
chr12	104514178	104517201	2
chr12	104705068	104721449	1
chr12	104709555	104721449	1
chr12	105280071	105322472	2
chr12	105321751	105322472	1
chr12	105610847	105623001	1
chr12	106786809	106799754	1
chr12	106799635	106804738	2
chr12	106827497	106830909	1
chr12	107177775	107191847	1
chr12	107177775	107254190	2
chr12	107208474	107219598	2
chr12	107209008	107264720	1
chr12	107219504	107254190	1
chr12	107236367	107237725	1
chr12	107236367	107245372	1
chr12	107262079	107273725	1
chr12	108082505	108082579	1
chr12	108938915	108942990	1
chr12	109046048	109048186	25
chr12	109046048	109055934	2
chr12	109052514	109055934	2
chr12	109094900	109095099	2
chr12	109094900	109112730	1
chr12	109177933	109178367	1
chr12	109210814	109217137	2
chr12	109212025	109212334	1
chr12	109540644	109541416	2
chr12	109577202	109577863	1
chr12	109660312	109661709	1
chr12	109690820	109694041	1
chr12	110565218	110600870	1
chr12	110566755	110584853	1
chr12	110574581	110600870	1
chr12	110618227	110647021	1
chr12	110760797	110765822	1
chr12	110778464	110780253	1
chr12	110910883	110927976	8
chr12	110922883	110925748	16
chr12	110974729	110977750	1
chr12	110975949	110989773	1
chr12	111923075	111924628	1
chr12	111947353	111957880	1
chr12	111947353	111993723	1
chr12	111947353	111990134	1
chr12	111947353	111948386	1
chr12	111951161	111956231	1
chr12	111951161	111993723	2
chr12	111990084	111993723	11
chr12	112087743	112098479	1
chr12	112096540	112098479	1
chr12	112303054	112308984	1
chr12	112321385	112321572	1
chr12	112326292	112331389	1
chr12	112371690	112381173	1
chr12	112518864	112525605	1
chr12	112525487	112542176	1
chr12	112568315	112580099	2
chr12	112657190	112666615	1
chr12	112666451	112668626	1
chr12	112750821	112757546	1
chr12	112757029	112757546	2
chr12	112846224	112846346	1
chr12	112884080	112893867	1
chr12	112939948	112944226	1
chr12	113705648	113707650	1
chr12	113707562	113722576	1
chr12	116401212	116406902	1
chr12	116534474	116549317	6
chr12	116642858	116675510	2
chr12	116668238	116675510	25
chr12	116668338	116675510	42
chr12	116674626	116675510	11
chr12	116675273	116675510	1
chr12	117365828	117387511	2
chr12	117365828	117402659	1
chr12	117486824	117494691	1
chr12	118456877	118460164	3
