Chr	Start	End	Hela_RNaseR-plus_pairs_Chimeric.out.junction
chr12	53670404	53671011	2
chr12	53685474	53687313	1
chr12	53708082	53714476	1
chr12	53775443	53805219	5
chr12	54446944	54448982	1
chr12	54629593	54632135	1
chr12	56383731	56385237	1
chr12	56510606	56510793	1
chr12	56525533	56527458	1
chr12	56604081	56610397	1
chr12	56604144	56610327	1
chr12	56607742	56610397	1
chr12	56669780	56676775	2
chr12	56676204	56677641	1
chr12	56718793	56721415	2
chr12	56722022	56722425	1
chr12	56824665	56826308	2
chr12	56956201	56965639	12
chr12	56956201	56975936	1
chr12	56962759	56965639	6
chr12	56994964	56995186	1
chr12	56998001	56999111	1
chr12	57005357	57007017	1
chr12	57006799	57008912	1
chr12	57033680	57033763	1
chr12	57059988	57064148	2
chr12	57065533	57066849	4
chr12	57127931	57137907	1
chr12	57139829	57140816	1
chr12	57458429	57466695	1
chr12	57547991	57548484	1
chr12	57638699	57641981	1
chr12	58339411	58347472	1
chr12	58345541	58347472	1
chr12	60058677	60098799	1
chr12	62687960	62715390	1
chr12	62715245	62719714	2
chr12	62743002	62749256	2
chr12	62743002	62786982	1
chr12	62919729	62931043	1
chr12	62940677	62946954	1
chr12	62943448	62981936	1
chr12	62965172	62981936	1
chr12	64377727	64383852	2
chr12	64377727	64410792	1
chr12	64803742	64819689	1
chr12	64816785	64829454	1
chr12	64889263	64891819	1
chr12	64889263	64891534	1
chr12	65089226	65089273	1
chr12	65122736	65141698	1
chr12	65133161	65141698	1
chr12	65221615	65237265	1
chr12	65221615	65260683	1
chr12	65237160	65260683	1
chr12	65258448	65260683	2
chr12	65602544	65612399	1
chr12	65604706	65612399	2
chr12	65702309	65785034	1
chr12	65702309	65762806	1
chr12	65720606	65762806	1
chr12	66539621	66547228	1
chr12	67686402	67688936	1
chr12	69042479	69045831	1
chr12	69042479	69048032	1
chr12	69044180	69048032	1
chr12	69044180	69050997	1
chr12	69047892	69048032	3
chr12	69047892	69050997	3
chr12	69050086	69050997	2
chr12	69107645	69108533	1
chr12	69107645	69115932	1
chr12	69113121	69115932	2
chr12	69121131	69129124	1
chr12	69127232	69129124	2
chr12	69229609	69230529	1
chr12	69644909	69663448	1
chr12	69652779	69663448	1
chr12	69653824	69663448	1
chr12	69759413	69764755	2
chr12	69764486	69764755	1
chr12	69853297	69856305	2
chr12	69924070	69925836	3
chr12	69965056	69965214	1
chr12	69979241	69980598	1
chr12	69983265	69985939	7
chr12	69983265	69987393	11
chr12	70671912	70704797	8
chr12	70713078	70723350	1
chr12	70713078	70724249	1
chr12	70723203	70724249	1
chr12	70729218	70732602	1
chr12	70729218	70736087	1
chr12	70735887	70738008	1
chr12	72020040	72022817	6
chr12	72050665	72054207	1
chr12	72051306	72054207	8
chr12	72052410	72054207	1
chr12	72163580	72167802	3
chr12	72163580	72176438	1
chr12	72278591	72300918	1
chr12	76442980	76444433	1
chr12	76453578	76454059	1
chr12	76453578	76468019	2
chr12	76461151	76462774	4
chr12	76461151	76468019	1
chr12	76779948	76793754	1
chr12	76780359	76853675	1
chr12	76784200	76796546	1
chr12	76844631	76881398	1
chr12	77214838	77216311	3
chr12	77235805	77240459	1
chr12	77235805	77243250	1
chr12	77242013	77243250	1
chr12	80007355	80014987	2
chr12	80007355	80062188	1
chr12	80214554	80215970	1
chr12	82773559	82850599	2
chr12	83250789	83251359	1
chr12	83290321	83360776	1
chr12	83358803	83363636	1
chr12	83360698	83379825	1
chr12	88505471	88512347	1
chr12	88542065	88548164	1
chr12	88582620	88584399	1
chr12	88898936	88939642	1
chr12	88910111	88939642	1
chr12	89853415	89866052	1
chr12	89860547	89866052	3
chr12	89860547	89891119	1
chr12	89997932	90005149	1
chr12	90003714	90010816	1
chr12	90013776	90015568	1
chr12	90028555	90049884	1
chr12	90035935	90049884	1
chr12	90049456	90049884	5
chr12	93202793	93221837	1
chr12	93226288	93246801	1
chr12	93244887	93246801	2
chr12	93244887	93247727	1
chr12	93870730	93881436	1
chr12	94072545	94072848	1
chr12	94772567	94772818	1
chr12	94804397	94806367	2
chr12	95415884	95445565	1
chr12	95422163	95451419	1
chr12	95425125	95451654	2
chr12	95440589	95443009	1
chr12	95528515	95535315	1
chr12	95531298	95535315	1
chr12	95602619	95605043	2
chr12	95645716	95660408	3
chr12	95688048	95690034	2
chr12	95879655	95897937	1
chr12	95887832	95889874	2
chr12	96076483	96077487	3
chr12	96692647	96694138	2
chr12	96704830	96728643	1
chr12	96717726	96728643	9
chr12	97303530	97306595	1
chr12	97328754	97331171	1
chr12	98921664	98931350	3
chr12	98931253	98941449	2
chr12	98938008	98941449	2
chr12	98989211	98989439	11
chr12	98989505	98991813	1
chr12	98991634	98992481	1
chr12	99097149	99117542	1
chr12	100489445	100492319	1
chr12	100491143	100492319	2
chr12	100491143	100497729	1
chr12	100676721	100691953	8
chr12	100707200	100720532	1
chr12	101365084	101381448	1
chr12	101436112	101442179	1
chr12	101683915	101689436	1
chr12	101727079	101728282	1
chr12	102107868	102110590	2
chr12	102301964	102308010	3
chr12	102301964	102313979	1
chr12	102419752	102439897	1
chr12	102492884	102510164	1
chr12	102505886	102512361	1
chr12	102542008	102559661	2
chr12	102547647	102559661	1
chr12	102663378	102676076	2
chr12	104333287	104335675	1
chr12	104370696	104374740	1
chr12	104373609	104374740	3
chr12	104705068	104721449	1
chr12	104712691	104715094	1
chr12	104712691	104719207	1
chr12	104712691	104721449	1
chr12	104775564	104781762	1
chr12	105255069	105322472	1
chr12	105280071	105289123	1
chr12	105280071	105303540	1
chr12	105280071	105322472	2
chr12	105282811	105322472	1
chr12	105289052	105322472	1
chr12	105321751	105322472	2
chr12	105550504	105553926	1
chr12	105582051	105597563	1
chr12	105597481	105623001	1
chr12	106757648	106773917	1
chr12	106757648	106786931	1
chr12	106757648	106804738	1
chr12	106770137	106773917	2
chr12	106770137	106786931	1
chr12	106786809	106804738	1
chr12	107208474	107254190	1
chr12	107219504	107245372	1
chr12	107236367	107245372	1
chr12	107236367	107254190	1
chr12	107236367	107237725	6
chr12	107237630	107245372	1
chr12	107393329	107393860	1
chr12	108929135	108938254	1
chr12	108936804	108942990	1
chr12	108938915	108942990	3
chr12	109046048	109048186	44
chr12	109046048	109051199	2
chr12	109046048	109055934	1
chr12	109051080	109055934	1
chr12	109072048	109095099	2
chr12	109177444	109178737	1
chr12	109186062	109186605	3
chr12	109203469	109212089	1
chr12	109210814	109212334	1
chr12	109212025	109212334	1
chr12	109509417	109511337	1
chr12	109540644	109541416	3
chr12	109605701	109609719	1
chr12	109660312	109661709	1
chr12	109687789	109696913	1
chr12	109702915	109703330	1
chr12	109919442	109921786	3
chr12	109926377	109945540	1
chr12	110293424	110296546	1
chr12	110449796	110465571	1
chr12	110566755	110584853	2
chr12	110574581	110581350	1
chr12	110618227	110630511	1
chr12	110729825	110734542	4
chr12	110734404	110784126	1
chr12	110760797	110765822	1
chr12	110764195	110765822	3
chr12	110778464	110780253	3
chr12	110910883	110927976	3
chr12	110922883	110925748	6
chr12	110941611	110944498	1
chr12	110974729	110983883	2
chr12	110974729	110989773	1
chr12	110983685	110989773	1
chr12	111158910	111162527	1
chr12	111158910	111168386	1
chr12	111168334	111169706	1
chr12	111893833	111895163	1
chr12	111923069	111924628	1
chr12	111926280	111956231	1
chr12	111947353	111948386	4
chr12	111947353	111963120	3
chr12	111947353	111990781	1
chr12	111947353	111993723	2
chr12	111951161	111957880	4
chr12	111951161	111993723	1
chr12	111951161	111958777	1
chr12	111962996	111990781	1
chr12	111990084	111990781	3
chr12	111990084	111993723	35
chr12	111991962	111993723	1
chr12	112096540	112097149	3
chr12	112096540	112098479	1
chr12	112116955	112121111	1
chr12	112143542	112150461	1
chr12	112229865	112236046	1
chr12	112303054	112308984	3
chr12	112305376	112308984	1
chr12	112306557	112308164	1
chr12	112321385	112321572	2
chr12	112370390	112371834	1
chr12	112477033	112486247	1
chr12	112491362	112492372	1
chr12	112491362	112499192	1
chr12	112491430	112498163	1
chr12	112498074	112499192	1
chr12	112528530	112530940	2
chr12	112568315	112572870	1
chr12	112578623	112580143	1
chr12	112579893	112580099	1
chr12	112616735	112617201	1
chr12	112645678	112650454	1
chr12	112654096	112657293	1
chr12	112667502	112669519	1
chr12	112667502	112670889	1
chr12	112676856	112677831	1
chr12	112743868	112747473	1
chr12	112743868	112757546	2
chr12	112752261	112757546	1
chr12	112757029	112757546	4
chr12	112845966	112846142	1
chr12	112846044	112846142	1
chr12	112884080	112888316	1
chr12	112892368	112915819	1
chr12	113664533	113698297	1
chr12	113705648	113707650	4
chr12	113707562	113722576	2
chr12	113710463	113711473	1
chr12	113742126	113745649	1
chr12	113742126	113756876	1
chr12	113754331	113756876	1
chr12	113758136	113759153	2
chr12	113770528	113770765	1
chr12	116434281	116435035	1
chr12	116434899	116446937	1
chr12	116534474	116549317	12
chr12	116642858	116675510	1
chr12	116668238	116669961	1
chr12	116668238	116675510	30
chr12	116668238	116678267	1
chr12	116668338	116675510	41
chr12	116668338	116678267	1
chr12	116669866	116675510	1
chr12	116674626	116675510	18
chr12	116675273	116675510	4
chr12	117365828	117387511	6
chr12	117365828	117402659	7
chr12	117383169	117387511	4
chr12	117383169	117402659	1
chr12	117467827	117468639	1
chr12	117476793	117484643	1
chr12	117484364	117486963	1
chr12	118456877	118465835	1
chr12	118474143	118476193	1
chr12	118511504	118517411	1
chr12	118575844	118582494	1
chr12	118619176	118619412	2
chr12	118636829	118651915	1
chr12	118650719	118651915	1
chr12	118693253	118693460	2
chr12	118838464	118841322	1
chr12	120124384	120124820	1
chr12	120189855	120198859	2
chr12	120189855	120204986	1
chr12	120213590	120214646	1
chr12	120241010	120272032	2
chr12	120260624	120272032	4
chr12	120260624	120288079	1
chr12	120588949	120589195	1
chr12	120599294	120601063	1
chr12	120611457	120611973	1
chr12	120611457	120614020	1
chr12	120612965	120614020	2
chr12	120947820	120960166	1
chr12	120984208	120992611	1
chr12	120984208	120995269	1
chr12	120990302	120992611	2
chr12	120995085	120995485	7
chr12	120995085	121009094	1
chr12	120995349	121000873	1
chr12	121002875	121004783	1
chr12	121137933	121138787	1
chr12	121220458	121222396	3
chr12	121220458	121229360	4
chr12	121220458	121248689	1
chr12	121690464	121708748	1
chr12	121698122	121701742	1
chr12	121701609	121708748	1
chr12	121756080	121758262	1
chr12	121840545	121855714	1
chr12	121853962	121861320	1
chr12	121855664	121861320	1
chr12	121890196	121891147	1
chr12	121932382	121958903	1
chr12	122181535	122188345	1
chr12	122181535	122190129	2
chr12	122181535	122199644	3
chr12	122242630	122257801	1
chr12	122242630	122244011	1
chr12	122254939	122255810	1
chr12	122263124	122265976	1
chr12	122369652	122413591	1
chr12	122380440	122380881	2
chr12	122380440	122386967	2
chr12	122468606	122473333	1
chr12	122468606	122481959	1
chr12	122757502	122758709	1
chr12	122762701	122763692	1
chr12	122773036	122801402	4
chr12	122817534	122819248	1
chr12	122825300	122826244	3
chr12	122845506	122848654	2
chr12	122861936	122862507	1
chr12	122861936	122865105	12
chr12	122962388	122962839	1
chr12	122992765	122992994	1
chr12	122992765	122992997	1
chr12	122992765	122995735	1
chr12	123014569	123042236	1
chr12	123028706	123031221	1
chr12	123030723	123032516	5
chr12	123031169	123032516	1
chr12	123034313	123036243	1
chr12	123035866	123047246	1
chr12	123052808	123061576	1
chr12	123054228	123055673	2
chr12	123057484	123058927	1
chr12	123062219	123065217	2
chr12	123068825	123069537	2
chr12	123256301	123281942	1
chr12	123256301	123290842	2
chr12	123262038	123262230	1
chr12	123262038	123273476	1
chr12	123262038	123290842	1
chr12	123270266	123273476	1
chr12	123270266	123276668	1
chr12	123342896	123344624	1
chr12	123416739	123419978	1
chr12	123444182	123444869	1
chr12	123497160	123498589	4
chr12	123592428	123595035	1
chr12	123645328	123665757	1
chr12	123651202	123664537	1
chr12	123661235	123686866	1
chr12	123678933	123682881	2
chr12	123694603	123707674	1
chr12	123749743	123751829	1
chr12	123793857	123795676	1
chr12	123798167	123800207	4
chr12	123815789	123832680	1
chr12	123818600	123825635	2
chr12	123875258	123880979	1
chr12	123879594	123880979	2
chr12	123983091	123984083	1
chr12	124071294	124074996	23
chr12	124092147	124094675	1
chr12	124109334	124116993	1
chr12	124158162	124163836	1
chr12	124158165	124163836	1
chr12	124172598	124175221	1
chr12	124172598	124181745	1
chr12	124172611	124181745	1
chr12	124218473	124221818	1
chr12	124235657	124236949	1
chr12	124812093	124821320	1
chr12	124819075	124820170	1
chr12	124832371	124835283	1
chr12	124846672	124848345	1
chr12	124856568	124857156	1
chr12	124856568	124862930	1
chr12	124904503	124915333	9
chr12	124904503	124922542	2
chr12	124911168	124922542	1
chr12	124922476	124979914	1
chr12	124934361	124979914	3
chr12	124941652	124979914	2
chr12	124950719	124971114	1
chr12	124968142	124979914	2
chr12	125270903	125284788	1
chr12	125271952	125298951	1
chr12	125292307	125294835	1
chr12	125436944	125438757	2
chr12	125444858	125462036	1
chr12	125558422	125561157	1
chr12	125558422	125570989	1
chr12	125587225	125587627	1
chr12	125587225	125591814	1
chr12	125588862	125589004	1
chr12	129293333	129299615	4
chr12	129299320	129299615	4
chr12	131276268	131293249	1
chr12	131283070	131293249	1
chr12	131306234	131311812	1
chr12	131311738	131312658	1
chr12	131360184	131360767	1
chr12	131484928	131490592	1
chr12	131561346	131569208	3
chr12	131561346	131605458	4
chr12	131561346	131621559	1
chr12	131569085	131605458	1
chr12	131589376	131590410	1
chr12	131593269	131605458	1
chr12	132237668	132241189	2
chr12	132249001	132262875	1
chr12	132250663	132271133	1
chr12	132322740	132329994	1
chr12	132412508	132413615	1
chr12	132489622	132491422	2
chr12	132522227	132522641	1
chr12	132589725	132606525	1
chr12	132624643	132625965	1
chr12	133084739	133104574	1
chr12	133148874	133158852	4
chr12	133245397	133248908	4
chr12	133306562	133306736	1
chr12	133310971	133312098	8
chr12	133310971	133319862	1
chr12	133324418	133331719	4
chr12	133331261	133331719	1
chr12	133372438	133390005	1
chr12	133372577	133384755	1
chr12	133372727	133375027	1
chr12	133374926	133385135	1
chr12	133374926	133390005	1
chr12	133383763	133390005	1
chr12	133615461	133625434	1
chr12	133624541	133625434	1
chr13	20233135	20235978	1
chr13	20242517	20244503	1
chr13	20333463	20346683	1
chr13	20409617	20409829	3
chr13	20425495	20426330	4
chr13	20534098	20568059	2
chr13	20534098	20593758	1
chr13	20534098	20625738	1
chr13	20567203	20580726	2
chr13	20576990	20580726	1
chr13	20605459	20641530	1
chr13	20605459	20637111	1
chr13	20605459	20626451	1
chr13	20625573	20641530	2
chr13	20632715	20641530	3
chr13	21063509	21086689	1
chr13	21305980	21306260	6
chr13	21305980	21311944	1
chr13	21364601	21396428	1
chr13	21381596	21384106	1
chr13	21401206	21429904	1
chr13	21429766	21442840	1
chr13	21553830	21557945	1
chr13	21557363	21557945	3
chr13	21619824	21620369	3
chr13	21619824	21620585	1
chr13	21729832	21732264	1
chr13	21732061	21746820	2
chr13	21735929	21746820	1
chr13	21742127	21742538	3
chr13	21746478	21746820	1
chr13	21987791	21999817	1
chr13	23007568	23041970	1
chr13	23939305	23942626	1
chr13	24380089	24460645	1
chr13	24410379	24460645	1
chr13	24432999	24460645	1
chr13	25881944	25901650	1
chr13	25883385	25905696	1
chr13	26898909	26928017	1
chr13	26911704	26928017	6
chr13	26974590	26975761	1
chr13	27649328	27664295	1
chr13	28001229	28004758	1
chr13	28748409	28752072	4
chr13	28830429	28835595	1
chr13	28830429	28851513	1
chr13	28830429	28855516	3
chr13	28830584	28854678	1
chr13	28830584	28862259	1
chr13	28840852	28845003	1
chr13	28840852	28862259	1
chr13	30104675	30110339	4
chr13	30109956	30110339	1
chr13	30127898	30128810	3
chr13	30341755	30351400	1
chr13	30801549	30815223	7
chr13	30814597	30815223	1
chr13	30826068	30829752	2
chr13	30828242	30829752	1
chr13	30857753	30857928	2
chr13	31205459	31227442	1
chr13	31211881	31227442	1
chr13	31719700	31725328	1
chr13	31719700	31727088	1
chr13	31789188	31803431	3
chr13	31803322	31835219	1
chr13	32930565	32932066	1
chr13	33054727	33096407	2
chr13	33054727	33101669	1
chr13	33091994	33096407	1
chr13	33091994	33101669	24
chr13	33095510	33101669	1
chr13	33262593	33316865	1
chr13	33306238	33309467	10
chr13	33306238	33320238	1
chr13	33315218	33320238	1
chr13	33315218	33334858	1
chr13	33327470	33330094	1
chr13	35615070	35619538	3
chr13	35615070	35633000	1
chr13	35615070	35644989	2
chr13	35615070	35672542	1
chr13	35683427	35716514	1
chr13	36886282	36909969	1
chr13	37614542	37625720	4
chr13	37618215	37625720	1
chr13	39613273	39613848	1
chr13	40293373	40301685	1
chr13	41133646	41134997	1
chr13	41367294	41373451	1
chr13	41400642	41411021	1
chr13	41410733	41429951	1
chr13	41515057	41518061	1
chr13	41517088	41518061	1
chr13	41523942	41533152	1
chr13	41808026	41835051	1
chr13	41826781	41835961	1
chr13	41826781	41835051	4
chr13	41826781	41828756	1
chr13	41890982	41894960	1
chr13	41892942	41910892	1
chr13	41894803	41905505	1
chr13	42245082	42267108	1
chr13	42259183	42265581	1
chr13	42385361	42393522	2
chr13	42385361	42407667	2
chr13	42439872	42442613	20
chr13	42729427	42729935	1
chr13	42733402	42734272	1
chr13	42739467	42742954	1
chr13	42772614	42780282	1
chr13	42860122	42873935	1
chr13	42894880	42895102	1
chr13	43899863	43900661	1
chr13	43986052	43987124	1
chr13	44239297	44241680	1
chr13	44241604	44338931	1
chr13	44241615	44338931	2
chr13	44335865	44338931	2
chr13	45620318	45620876	1
chr13	45975218	45985615	2
chr13	46050336	46057490	2
chr13	46077379	46085989	1
chr13	46090278	46104915	2
chr13	46553948	46563232	1
chr13	46594584	46619648	2
chr13	47285926	47308133	1
chr13	47297356	47308133	1
chr13	48371137	48400425	1
chr13	48479464	48481270	1
chr13	48523075	48542868	1
chr13	48660418	48664554	1
chr13	49085906	49098893	1
chr13	49712883	49741439	1
chr13	49712883	49720071	11
chr13	49741380	49749677	1
chr13	49742749	49748695	1
chr13	49771013	49772710	1
chr13	49772498	49772710	1
chr13	50025689	50026045	1
chr13	50025689	50042096	5
chr13	50025689	50057699	1
chr13	50025920	50057699	1
chr13	50025937	50042096	1
chr13	50050620	50057699	1
chr13	50054355	50059859	1
chr13	50054355	50062766	1
chr13	50080771	50092287	1
chr13	50108168	50141459	1
chr13	50140754	50141456	1
chr13	50279757	50280508	1
chr13	50283708	50296699	1
chr13	50293911	50321129	1
chr13	50306507	50321129	1
chr13	51501543	51504895	1
chr13	51501543	51509135	1
chr13	51501543	51517530	1
chr13	51501543	51523641	14
chr13	51501543	51530557	1
chr13	51939839	51953708	1
chr13	51953598	51963580	1
chr13	51956165	51963580	1
chr13	51957465	51963580	1
chr13	52971367	52972329	2
chr13	52990152	53016580	1
chr13	52992127	53001354	6
chr13	53000067	53009017	1
chr13	60348323	60348957	1
chr13	60348323	60385057	9
chr13	60348323	60413582	2
chr13	60384922	60413582	1
chr13	60384922	60490383	2
chr13	60407241	60413582	8
chr13	60407241	60490383	1
chr13	60407241	60453602	1
chr13	60407241	60435670	1
chr13	60435541	60490383	2
chr13	60453363	60453602	1
chr13	60485869	60490383	4
chr13	60485869	60548590	1
chr13	60485869	60558021	1
chr13	60544078	60548590	2
chr13	60660481	60667866	1
chr13	60667762	60707123	3
chr13	60667762	60686320	4
chr13	60667762	60677054	1
chr13	60686144	60707123	2
chr13	61034514	61068709	1
chr13	61041372	61060082	1
chr13	68296235	68336069	1
chr13	73305419	73317740	1
chr13	73347822	73351631	1
chr13	73347822	73352518	1
chr13	73352325	73352518	2
chr13	73357561	73357859	1
chr13	73467922	73491304	1
chr13	73482669	73505405	1
chr13	74387289	74420510	1
chr13	74387289	74387814	1
chr13	75868990	75880607	1
chr13	75876379	75880607	1
chr13	75884078	75887034	1
chr13	75900333	75923438	1
chr13	75900333	75936743	1
chr13	75911057	75915723	1
chr13	75930283	75938791	1
chr13	76381616	76383319	1
chr13	76391297	76393671	1
chr13	76416987	76430744	1
chr13	76419463	76432122	1
chr13	77692475	77720352	1
chr13	77700453	77703365	6
chr13	77700453	77714298	1
chr13	77700506	77703365	2
chr13	77700561	77703365	1
chr13	77763086	77768379	1
chr13	77779391	77780960	1
chr13	77779391	77786295	2
chr13	77779391	77818086	4
chr13	77785302	77807398	2
chr13	77791975	77818086	5
chr13	77799595	77817286	1
chr13	77841976	77862511	1
chr13	77862296	77870809	1
chr13	79932409	79953042	1
chr13	79939713	79953042	1
chr13	79942865	79946065	1
chr13	79951514	79953042	2
chr13	80080303	80113910	1
chr13	80094945	80113910	3
chr13	80094945	80117817	1
chr13	80107458	80113910	1
chr13	92345441	92346135	3
chr13	92380852	92560311	1
chr13	95264444	95279591	1
chr13	95686859	95705438	1
chr13	95768176	95840796	1
chr13	95809415	95822882	1
chr13	95813443	95818621	1
chr13	95813443	95822882	3
chr13	95813443	95840796	2
chr13	95822786	95839146	1
chr13	95822786	95840796	1
chr13	95829961	95840796	2
chr13	95860054	95861851	1
chr13	96375496	96377506	36
chr13	96409898	96416207	9
chr13	96412294	96413052	1
chr13	96485181	96489456	9
chr13	96485181	96519677	2
chr13	96515883	96519677	1
chr13	96515883	96547558	1
chr13	96577934	96592345	2
chr13	96577934	96636118	1
chr13	96622366	96624925	2
chr13	96622366	96648389	8
chr13	96622366	96651561	5
chr13	96636058	96642327	1
chr13	96636058	96651561	9
chr13	96637493	96648389	3
chr13	96638587	96648389	5
chr13	96665561	96676013	2
chr13	96870443	96870922	1
chr13	97927886	97928663	1
chr13	97999058	97999321	1
chr13	98641316	98642791	1
chr13	98642380	98645479	1
chr13	98645146	98652899	1
chr13	98649785	98655291	1
chr13	98865474	98865667	16
chr13	98923105	98923600	1
chr13	98923109	98923600	2
chr13	98996016	99020449	1
chr13	99036984	99064288	1
chr13	99047615	99047675	1
chr13	99061592	99064288	2
chr13	99064155	99076904	1
chr13	99112626	99134575	1
chr13	99127075	99134575	1
chr13	99127075	99171727	1
chr13	99134519	99171727	1
chr13	99157169	99171727	1
chr13	99171497	99171727	2
chr13	99461606	99482010	1
chr13	99498178	99508285	1
chr13	99500846	99508285	1
chr13	99500846	99540801	1
chr13	99566582	99567757	1
chr13	99890681	99896878	5
chr13	99896086	99896878	1
chr13	99966351	99992819	1
chr13	100196117	100207901	1
chr13	100861586	101036988	1
chr13	100909849	100925600	10
chr13	100909849	100962162	2
chr13	100909849	100992513	2
chr13	100914983	100992513	1
chr13	100925450	100962162	1
chr13	100953714	100992513	1
chr13	100953714	100962162	12
chr13	100958005	101020828	1
chr13	100959446	100992513	1
chr13	100959446	101020828	1
chr13	100982815	100992513	1
chr13	100982815	101020828	1
chr13	101277789	101322823	1
chr13	101287059	101322823	1
chr13	101308635	101316590	1
chr13	101320833	101322823	1
chr13	101714320	101717913	1
chr13	101795431	101797247	2
chr13	101828651	102031004	1
chr13	101881744	101910925	1
chr13	101881744	101944717	1
chr13	101910794	101944717	1
chr13	101910794	101956495	1
chr13	101997617	102051516	2
chr13	102029051	102031004	1
chr13	103275227	103280274	3
chr13	103279362	103289589	1
chr13	103279362	103309557	1
chr13	103286300	103288742	1
chr13	103420610	103422436	1
chr13	108269565	108271812	1
chr13	108333905	108334210	1
chr13	108378668	108387895	1
chr13	108518030	108518796	1
chr13	108939151	108939756	1
chr13	110408184	110408655	1
chr13	111274563	111276626	22
chr13	111274563	111287935	1
chr13	111293789	111296830	1
chr13	111293789	111357918	1
chr13	111315798	111357918	4
chr13	111319687	111357918	1
chr13	111329321	111357918	1
chr13	111335398	111357918	3
chr13	111340068	111340365	1
chr13	111340068	111353902	1
chr13	111806252	111870227	1
chr13	111857636	111870227	1
chr13	111857636	111885640	3
chr13	111870026	111885640	2
chr13	111870026	111896641	5
chr13	111885552	111896641	2
chr13	111919895	111935710	1
chr13	113158346	113176823	1
chr13	113158346	113181798	3
chr13	113170754	113174330	1
chr13	113170754	113181798	22
chr13	113201934	113223573	1
chr13	113210366	113223573	1
chr13	113219425	113223573	1
chr13	113730280	113730471	1
chr13	113832175	113832290	1
chr13	113832488	113862520	1
chr13	113832488	113854830	1
chr13	113832488	113839874	1
chr13	113832488	113838801	17
chr13	113832488	113838766	6
chr13	113832488	113835544	1
chr13	113832488	113835457	1
chr13	113832521	113838801	1
chr13	113838660	113839874	1
chr13	113838660	113850539	1
chr13	113838660	113854830	1
chr13	113845186	113854830	7
chr13	113849385	113854830	2
chr13	113850495	113854830	6
chr13	113873259	113883833	1
chr13	113882292	113918070	1
chr13	113891137	113909439	1
chr13	113917930	113918037	1
chr13	113921923	113923266	1
chr13	113959944	113965182	1
chr13	113960800	113965182	2
chr13	114134890	114138371	2
chr13	114149817	114157903	3
chr13	114149817	114164739	3
chr13	114149817	114175048	5
chr13	114149817	114188555	3
chr13	114149817	114193822	2
chr13	114150201	114203816	1
chr13	114152657	114175048	1
chr13	114157811	114175048	2
chr13	114164553	114175048	1
chr13	114164553	114193822	6
chr13	114174902	114193822	1
chr13	114174931	114188555	4
chr13	114174931	114193822	6
chr13	114188360	114188555	1
chr13	114193075	114193822	1
chr13	114263766	114265377	1
chr13	114265311	114277601	1
chr13	114747713	114766408	1
chr13	114806476	114817630	1
chr13	114806476	114839312	8
chr13	114817527	114839312	1
chr13	115002120	115007755	1
chr13	115016024	115022705	1
chr14	20811283	20811431	14
chr14	20811283	20811436	1
chr14	20811283	20811529	1
chr14	20811288	20811360	1
chr14	20811288	20811436	22
chr14	20811288	20811485	1
chr14	20811306	20811436	93
chr14	20811437	20811529	1
chr14	20811493	20811554	8
chr14	20863609	20864889	1
chr14	20923863	20924050	1
chr14	21460283	21460781	2
chr14	21698478	21702388	22
chr14	21698478	21731495	2
chr14	21731470	21731988	1
chr14	21825356	21827768	2
chr14	21825356	21829372	5
chr14	21830953	21831308	1
chr14	21840033	21841589	1
chr14	21894287	21897494	1
chr14	21968637	21970045	1
chr14	21971316	21972024	10
chr14	23373470	23380612	1
chr14	23375404	23378804	2
chr14	23375404	23380612	1
chr14	23378692	23380612	5
chr14	23530293	23533697	1
chr14	23538685	23548247	1
chr14	23548029	23559842	1
chr14	23550957	23559842	1
chr14	24735636	24737825	23
chr14	25443871	25444056	1
chr14	25443871	25446449	1
chr14	30193676	30194880	1
chr14	31050282	31061653	1
chr14	31050282	31062845	3
chr14	31097415	31144271	1
chr14	31097415	31122794	2
chr14	31097415	31107453	1
chr14	31103153	31122794	1
chr14	31112522	31122794	1
chr14	31139462	31144271	3
chr14	31142463	31144271	1
chr14	31163979	31177271	1
chr14	31175029	31204064	1
chr14	31185130	31191765	2
chr14	31185130	31204064	2
chr14	31188531	31204064	1
chr14	31371742	31380368	3
chr14	31404369	31425448	1
chr14	31416296	31425448	1
chr14	31424826	31425448	1
chr14	31569734	31569952	1
chr14	31582310	31583546	2
chr14	31582310	31589072	1
chr14	31582310	31602881	1
chr14	31585442	31590711	1
chr14	31596991	31602881	3
chr14	31604682	31605871	1
chr14	31613317	31641328	1
chr14	31626046	31638674	2
chr14	31637504	31638674	1
chr14	31637504	31641328	1
chr14	31775938	31778388	1
chr14	31784976	31787498	1
chr14	32031274	32068585	1
chr14	32559708	32586493	1
chr14	32585954	32586493	1
chr14	32586346	32615546	1
chr14	34993903	35002745	1
chr14	35020920	35024118	1
chr14	35036892	35037219	1
chr14	35044962	35055511	1
chr14	35044962	35078948	3
chr14	35055436	35078948	4
chr14	35224033	35231429	1
chr14	35245125	35245721	1
chr14	35252968	35262127	2
chr14	35261981	35264971	1
chr14	35276657	35295362	1
chr14	35276657	35297932	1
chr14	35331250	35331528	10
chr14	35424065	35441252	1
chr14	35438376	35441270	2
chr14	35592158	35596817	1
chr14	35595941	35596817	1
chr14	36064840	36104804	2
chr14	36121011	36128402	1
chr14	36121011	36133973	1
