Chr	Start	End	SRR445016_pairs_Chimeric.out.junction
chr11	70266506	70271507	1
chr11	70269046	70275305	3
chr11	70269046	70277386	11
chr11	70505933	70507783	1
chr11	70644548	70666787	2
chr11	70644548	70653276	1
chr11	70661495	70661874	1
chr11	70742606	70858384	1
chr11	70820987	70830078	2
chr11	71149316	71149410	1
chr11	71158196	71158386	1
chr11	71183495	71185572	1
chr11	71201891	71202949	1
chr11	71627120	71628822	1
chr11	71627120	71630072	2
chr11	71629931	71634521	1
chr11	71668273	71671937	1
chr11	71671444	71671937	3
chr11	71671796	71693961	2
chr11	71693807	71698157	2
chr11	71693807	71701763	13
chr11	71693853	71701763	1
chr11	71698050	71701763	1
chr11	71713599	71713850	1
chr11	71720013	71721900	1
chr11	71720451	71721831	2
chr11	71733385	71734193	1
chr11	71779151	71780957	2
chr11	71939234	71940274	1
chr11	71939392	71939891	1
chr11	71940275	71940481	8
chr11	71942258	71942344	2
chr11	71942261	71942375	4
chr11	71943677	71943778	1
chr11	71944789	71945290	9
chr11	71948395	71948624	1
chr11	72406432	72406910	1
chr11	72420915	72422544	17
chr11	72420915	72425366	5
chr11	72423241	72424288	12
chr11	72437665	72443642	3
chr11	72527773	72532786	1
chr11	72598515	72600990	35
chr11	72598515	72613683	7
chr11	72611302	72613683	2
chr11	72695133	72700142	16
chr11	72712035	72726930	5
chr11	72726854	72727650	2
chr11	73057928	73064057	2
chr11	73058852	73058929	1
chr11	73066999	73067190	1
chr11	73070879	73072206	3
chr11	73075217	73079205	1
chr11	73089148	73089271	1
chr11	73100157	73102268	3
chr11	73101596	73101966	1
chr11	73122439	73123348	1
chr11	73284153	73287314	1
chr11	73390699	73427390	1
chr11	73418465	73429763	7
chr11	73418465	73431944	18
chr11	73418465	73429935	44
chr11	73418465	73429930	2
chr11	73418465	73427407	1
chr11	73427296	73429763	3
chr11	73427296	73429935	3
chr11	73427766	73429763	1
chr11	73428145	73429763	2
chr11	73555852	73556021	1
chr11	73574217	73575478	1
chr11	73589824	73602246	1
chr11	73620444	73620638	4
chr11	73620444	73627705	1
chr11	73620444	73630077	11
chr11	73739332	73745323	2
chr11	73765652	73768589	1
chr11	73768451	73768589	1
chr11	73785298	73789762	1
chr11	73789160	73789762	9
chr11	73789160	73796015	1
chr11	73795926	73809300	1
chr11	73824825	73850873	3
chr11	73829273	73829427	1
chr11	73829273	73834180	8
chr11	73843889	73844602	13
chr11	73849765	73850873	1
chr11	73879389	73879658	1
chr11	73914773	73915490	20
chr11	73914773	73936301	2
chr11	74056514	74056694	1
chr11	74085460	74089703	1
chr11	74305106	74331134	1
chr11	74305106	74324055	1
chr11	74315737	74331134	21
chr11	74336453	74351886	1
chr11	74345628	74347320	2
chr11	74554395	74556316	2
chr11	74559160	74563127	2
chr11	74559160	74574066	1
chr11	74562133	74563127	1
chr11	74570203	74574066	28
chr11	74632259	74633467	1
chr11	74632259	74641417	1
chr11	74632259	74644917	7
chr11	74638436	74641417	3
chr11	74987883	74989788	1
chr11	74998128	75001083	1
chr11	75274772	75280216	2
chr11	75277713	75277832	3
chr11	75279776	75280216	14
chr11	75562928	75599947	5
chr11	75562928	75603437	1
chr11	75590923	75599947	1
chr11	75599873	75603437	1
chr11	75694431	75719911	1
chr11	75694431	75728024	1
chr11	75715049	75728024	4
chr11	75718578	75728024	2
chr11	75723557	75728024	2
chr11	75727859	75728024	3
chr11	75727859	75776832	1
chr11	75844484	75846767	2
chr11	76072000	76077016	2
chr11	76162902	76183884	3
chr11	76162902	76175124	4
chr11	76169227	76183884	3
chr11	76174865	76183884	10
chr11	76207259	76227356	3
chr11	76207259	76234335	2
chr11	76224430	76227356	4
chr11	76224430	76239510	4
chr11	76227186	76239510	2
chr11	76237506	76239510	4
chr11	76696687	76709865	4
chr11	76696687	76722419	2
chr11	77043775	77048468	1
chr11	77043775	77051808	1
chr11	77043775	77054976	2
chr11	77043775	77060332	2
chr11	77047131	77054976	1
chr11	77051691	77054976	1
chr11	77051691	77060332	1
chr11	77066713	77103586	1
chr11	77085373	77091039	12
chr11	77085373	77103586	6
chr11	77090286	77091039	22
chr11	77090286	77103586	1
chr11	77179224	77179375	1
chr11	77322360	77336863	1
chr11	77322360	77340944	1
chr11	77330651	77333718	2
chr11	77330651	77340944	9
chr11	77330651	77348225	1
chr11	77333545	77336863	4
chr11	77333545	77340944	1
chr11	77336008	77336860	8
chr11	77336008	77340944	14
chr11	77336008	77336863	43
chr11	77386081	77389198	2
chr11	77394755	77396204	5
chr11	77394755	77402283	2
chr11	77431586	77436744	1
chr11	77451776	77458173	1
chr11	77451776	77475734	4
chr11	77629867	77633517	1
chr11	77632386	77633517	1
chr11	77649697	77692622	1
chr11	77652226	77672184	1
chr11	77652226	77692622	2
chr11	77666988	77692622	17
chr11	77666988	77672184	7
chr11	77669792	77692622	2
chr11	77690042	77692622	5
chr11	77690042	77702345	1
chr11	77812139	77815499	1
chr11	77812139	77820627	3
chr11	77815026	77815499	1
chr11	77815026	77820627	1
chr11	77815026	77825438	2
chr11	77820152	77820627	1
chr11	77820488	77832220	1
chr11	77823696	77825035	1
chr11	77823696	77825438	3
chr11	77823696	77832220	5
chr11	77823696	77838482	1
chr11	77824932	77832220	9
chr11	77824932	77825438	2
chr11	77830228	77838482	4
chr11	77830228	77832220	24
chr11	77907282	77911854	3
chr11	77911179	77911854	1
chr11	77911179	77917081	1
chr11	77934458	77934722	1
chr11	77936154	77938097	2
chr11	77961203	77961446	1
chr11	78023079	78029265	1
chr11	78029189	78029955	1
chr11	78142144	78142410	1
chr11	78165016	78168452	2
chr11	78165016	78168455	1
chr11	78165016	78180359	5
chr11	78176922	78180359	2
chr11	78176922	78204241	5
chr11	78180293	78204241	1
chr11	78189484	78204241	1
chr11	78204109	78205110	2
chr11	78270585	78282489	3
chr11	78277178	78282489	2
chr11	78279678	78282489	7
chr11	78412571	78413448	4
chr11	78419406	78423759	1
chr11	78565149	78574177	1
chr11	78600830	78614568	1
chr11	78672799	78672912	1
chr11	78987791	78987943	1
chr11	79810365	79810550	1
chr11	81718294	81718449	1
chr11	82874721	82875443	4
chr11	82875249	82875443	1
chr11	82888127	82888861	2
chr11	82984690	82991303	3
chr11	82989769	82991303	16
chr11	83041895	83047896	1
chr11	83474824	83475008	1
chr11	85309701	85337797	1
chr11	85342189	85346822	1
chr11	85345130	85346822	1
chr11	85373433	85374645	2
chr11	85374223	85374645	1
chr11	85406171	85416071	2
chr11	85406171	85429886	2
chr11	85418472	85420543	1
chr11	85468668	85469157	1
chr11	85671718	85692271	1
chr11	85685751	85695016	46
chr11	85685751	85722179	1
chr11	85685751	85714494	1
chr11	85685751	85693046	4
chr11	85685751	85692271	22
chr11	85685751	85687725	1
chr11	85687666	85692271	23
chr11	85687666	85695590	1
chr11	85692172	85692271	2
chr11	85692172	85693031	5
chr11	85692172	85693046	13
chr11	85692172	85695016	20
chr11	85692172	85701442	2
chr11	85692172	85707972	5
chr11	85692172	85714494	2
chr11	85692172	85718626	1
chr11	85692172	85722179	3
chr11	85692788	85707972	32
chr11	85692788	85718626	2
chr11	85692788	85722179	2
chr11	85692788	85693031	2
chr11	85692788	85695016	39
chr11	85692788	85693046	10
chr11	85692788	85701442	4
chr11	85707869	85712201	41
chr11	85707869	85714494	121
chr11	85707869	85718626	6
chr11	85707869	85723435	2
chr11	85707869	85742653	4
chr11	85711686	85712201	3
chr11	85711686	85714494	2
chr11	85711686	85722179	1
chr11	85714409	85722179	6
chr11	85714409	85733512	1
chr11	85718585	85737409	2
chr11	85718585	85742653	1
chr11	85718585	85726006	1
chr11	85725913	85737409	1
chr11	85733410	85742653	2
chr11	85734459	85737409	1
chr11	85737334	85742653	4
chr11	85742511	85742653	2
chr11	85960513	85963282	1
chr11	85961338	85963282	3
chr11	85961338	85967554	7
chr11	85961338	85968638	3
chr11	85966264	85967554	6
chr11	85966264	85968638	4
chr11	85966264	85977258	2
chr11	85968557	85979603	1
chr11	86017287	86017524	15
chr11	86055645	86056750	1
chr11	86097093	86111843	1
chr11	86103583	86123601	1
chr11	86518980	86519908	1
chr11	86519496	86519875	1
chr11	86654085	86654203	1
chr11	86778736	86782657	15
chr11	86778736	86802437	38
chr11	86782565	86784012	1
chr11	87006824	87020714	1
chr11	87013338	87017047	3
chr11	87016978	87029277	1
chr11	87066548	87083910	2
chr11	87164687	87164823	1
chr11	87264191	87264901	1
chr11	87264191	87271604	1
chr11	87562451	87582230	1
chr11	87580627	87612330	1
chr11	88027529	88042405	2
chr11	89165952	89185063	1
chr11	89891313	89892505	1
chr11	89947186	89951352	3
chr11	90843714	90843859	1
chr11	92766246	92766381	1
chr11	93435626	93440063	1
chr11	93457420	93458997	1
chr11	93458817	93460803	1
chr11	93469307	93469917	1
chr11	93474010	93474159	1
chr11	93521167	93527201	1
chr11	93521167	93523959	4
chr11	93523740	93527201	2
chr11	93526894	93527201	2
chr11	93535001	93540801	1
chr11	93540684	93543042	5
chr11	93540684	93547620	1
chr11	93542883	93545168	1
chr11	93908913	93910845	1
chr11	93918601	93947417	1
chr11	94163077	94170401	1
chr11	94163077	94180604	2
chr11	94178976	94180604	2
chr11	94180385	94180604	1
chr11	94211901	94212927	1
chr11	94522780	94533477	1
chr11	94528177	94554987	1
chr11	94528177	94564707	7
chr11	94528177	94533477	61
chr11	94532556	94533477	58
chr11	94532556	94564707	1
chr11	94532745	94533391	1
chr11	94532748	94532917	1
chr11	94554696	94564707	40
chr11	94554696	94599333	1
chr11	94563216	94564707	2
chr11	94583279	94587247	1
chr11	94583279	94592880	2
chr11	94597900	94599333	1
chr11	94647854	94647978	1
chr11	95452851	95453039	1
chr11	95513043	95520842	2
chr11	95546068	95552068	1
chr11	95546096	95552068	5
chr11	95546096	95546753	20
chr11	95621320	95647476	1
chr11	95718695	95724887	2
chr11	95825056	95826681	7
chr11	95826369	95826487	1
chr11	95848708	95873501	1
chr11	95868805	95869455	1
chr11	95873402	95912404	1
chr11	95908439	95908544	1
chr11	95967851	95987740	1
chr11	96044487	96044805	1
chr11	96044768	96045007	2
chr11	96073778	96073939	1
chr11	100453934	100454085	1
chr11	100608997	100609229	5
chr11	101937216	101952012	1
chr11	101946604	101952012	5
chr11	101984875	101985125	1
chr11	101984875	102033302	3
chr11	102033187	102037271	1
chr11	102033187	102056862	1
chr11	102033187	102076805	5
chr11	102033187	102080295	1
chr11	102033187	102094483	1
chr11	102056749	102063627	1
chr11	102056749	102076805	9
chr11	102056749	102076817	10
chr11	102056749	102080295	8
chr11	102056749	102094483	1
chr11	102063556	102076805	2
chr11	102076624	102094483	13
chr11	102076624	102098312	8
chr11	102076624	102076817	1
chr11	102076624	102080295	56
chr11	102076624	102076805	2
chr11	102080248	102094483	1
chr11	102091164	102094483	1
chr11	102220609	102248888	2
chr11	102221077	102233705	1
chr11	102221077	102248773	6
chr11	102221077	102248888	1
chr11	102221082	102248773	1
chr11	102221558	102248773	1
chr11	102221575	102248888	2
chr11	102221575	102248773	13
chr11	102221575	102248629	3
chr11	102221575	102234447	1
chr11	102221575	102239279	6
chr11	102233627	102239279	77
chr11	102233627	102248773	2
chr11	102239037	102239279	1
chr11	102280952	102281532	6
chr11	102297439	102298099	1
chr11	102567299	102567443	1
chr11	102742324	102742682	2
chr11	102804282	102804484	1
chr11	102936998	102937296	1
chr11	102991176	102992225	2
chr11	103092759	103093815	12
chr11	103114422	103116103	2
chr11	103124014	103130706	1
chr11	103151077	103157115	1
chr11	103151077	103187349	1
chr11	103151077	103178560	2
chr11	103151077	103158334	16
chr11	103151077	103153814	1
chr11	103156984	103158334	3
chr11	103173822	103178560	1
chr11	103173822	103182762	4
chr11	103173822	103187349	13
chr11	103173822	103194718	3
chr11	103173822	103229087	3
chr11	103182607	103187349	1
chr11	103182607	103194718	9
chr11	103182607	103229087	1
chr11	103228971	103270600	1
chr11	103306671	103339433	2
chr11	103306671	103327084	3
chr11	103325914	103327084	1
chr11	104027693	104027878	3
chr11	106810186	106856857	2
chr11	106849345	106856857	35
chr11	106859177	106859306	2
chr11	107197514	107263621	1
chr11	107260800	107263621	15
chr11	107286935	107289013	1
chr11	107931767	107944224	1
chr11	107940823	107948967	2
chr11	107959254	107960350	1
chr11	107965118	107966418	1
chr11	107966257	107968481	1
chr11	107968363	107969256	4
chr11	108002634	108009768	1
chr11	108002634	108005043	11
chr11	108004547	108009768	2
chr11	108004547	108005969	1
chr11	108009625	108010942	1
chr11	108009625	108013277	1
chr11	108046973	108047101	1
chr11	108046973	108047817	19
chr11	108057209	108061227	4
chr11	108098322	108100050	5
chr11	108106397	108115753	1
chr11	108119660	108124766	1
chr11	108119660	108128333	1
chr11	108137898	108138069	27
chr11	108137898	108139336	3
chr11	108137898	108142133	1
chr11	108168014	108175579	1
chr11	108172375	108175579	3
chr11	108356884	108361894	1
chr11	108544194	108550287	2
chr11	108586606	108590612	1
chr11	108586606	108594189	3
chr11	108722880	108723336	1
chr11	108744625	108760105	1
chr11	108915042	108915247	1
chr11	109137912	109138632	1
chr11	109871970	109872069	1
chr11	110007388	110008139	70
chr11	110007388	110030215	9
chr11	110134057	110135599	3
chr11	110134685	110135599	14
chr11	111477419	111491126	1
chr11	111558725	111575863	1
chr11	111558725	111583099	1
chr11	111571610	111575863	1
chr11	111571610	111583099	1
chr11	111612777	111630675	1
chr11	111618678	111626174	1
chr11	111622883	111624301	17
chr11	111625223	111626174	4
chr11	111626019	111630675	1
chr11	111630248	111630675	1
chr11	111630528	111631775	3
chr11	111631543	111631775	3
chr11	111656513	111657244	1
chr11	111706888	111709101	3
chr11	111706888	111709122	3
chr11	111706888	111711532	1
chr11	111706888	111728460	4
chr11	111715324	111728460	4
chr11	111735904	111739459	1
chr11	111859729	111866870	2
chr11	111899239	111899669	1
chr11	111907997	111910121	1
chr11	111907997	111914257	1
chr11	111907997	111915954	1
chr11	111909968	111915954	2
chr11	111914190	111922073	6
chr11	111915862	111922073	2
chr11	111916587	111922073	4
chr11	111948939	111951282	3
chr11	112187971	112188828	1
chr11	112726772	112726954	2
chr11	112840637	112840791	1
chr11	113669868	113670137	3
chr11	113679020	113684677	1
chr11	113685896	113688559	1
chr11	113701589	113702715	1
chr11	113711320	113712490	1
chr11	113723223	113725057	39
chr11	114315263	114316091	1
chr11	115305426	115305548	1
chr11	115443276	115443411	1
chr11	115969900	115970044	2
chr11	116619029	116619291	1
chr11	116627862	116629123	14
chr11	116628985	116636162	1
chr11	116629790	116636162	2
chr11	116633269	116636162	1
chr11	116653635	116657775	1
chr11	116655571	116658359	1
chr11	116656226	116656412	1
chr11	116732557	116733043	1
chr11	116734384	116744352	7
chr11	116738662	116747758	1
chr11	116746194	116746581	1
chr11	116776940	116777040	1
chr11	117023157	117031977	4
chr11	117023157	117034608	48
chr11	117030650	117031977	12
chr11	117030650	117034608	21
chr11	117031861	117034608	1
chr11	117038820	117039040	1
chr11	117054495	117054855	5
chr11	117058094	117058415	1
chr11	117076167	117078780	2
chr11	117109317	117110576	6
chr11	117109317	117117664	1
chr11	117150624	117150975	6
chr11	117214882	117233254	2
chr11	117233120	117234222	1
chr11	117234145	117246507	1
chr11	117236122	117238105	1
chr11	117236949	117242182	1
chr11	117241796	117242182	1
chr11	117261493	117261931	2
chr11	117288730	117288876	1
chr11	117941354	117941443	1
chr11	118239346	118240250	1
chr11	118243801	118244418	2
chr11	118243801	118247409	1
chr11	118245611	118247409	1
chr11	118348682	118353210	1
chr11	118352430	118353210	2
chr11	118360507	118363945	8
chr11	118360507	118365482	2
chr11	118360510	118363945	2
chr11	118368651	118370135	11
chr11	118368651	118371862	4
chr11	118368651	118372572	1
chr11	118422501	118423050	27
chr11	118422501	118430579	13
chr11	118425174	118430579	27
chr11	118427621	118430579	14
chr11	118451961	118455359	1
chr11	118453894	118454073	1
chr11	118453894	118455359	3
chr11	118454524	118455359	15
chr11	118461056	118463571	3
chr11	118467469	118468626	2
chr11	118484009	118484611	13
chr11	118484531	118485397	1
chr11	118501924	118503013	11
chr11	118502164	118502665	1
chr11	118509609	118509969	1
chr11	118509609	118516543	1
chr11	118625414	118627996	6
chr11	118625414	118629611	4
chr11	118629483	118630753	3
chr11	118629483	118634015	2
chr11	118629483	118636063	1
chr11	118630631	118634015	4
chr11	118635917	118639060	1
chr11	118638931	118651893	2
chr11	118650341	118651893	2
chr11	118650341	118657227	5
chr11	118656761	118657227	21
chr11	118657491	118657644	1
chr11	118770250	118770625	1
chr11	118771536	118771624	1
chr11	118773582	118773734	1
chr11	118869721	118869876	1
chr11	118890860	118892596	1
chr11	118926906	118927730	2
chr11	118939884	118940287	2
chr11	118939916	118940241	2
chr11	118940944	118942553	4
chr11	118940944	118944661	11
chr11	118940944	118948357	1
chr11	118940944	118950010	1
chr11	118943908	118944661	5
chr11	118947607	118948357	2
chr11	118958965	118961104	2
chr11	118967852	118971155	1
chr11	118967852	118971757	1
chr11	118997645	119001664	7
chr11	118997645	119003929	1
chr11	119001435	119003929	1
chr11	119002245	119003929	36
chr11	119045489	119045791	1
chr11	119050402	119050997	5
chr11	119103158	119103405	14
chr11	119103158	119145663	2
chr11	119142445	119144734	1
chr11	119142445	119145663	15
chr11	119144578	119145663	58
chr11	119144578	119146844	1
chr11	119144586	119145663	1
chr11	119148467	119158656	1
chr11	119155679	119156276	5
chr11	119158360	119158656	1
chr11	119167628	119168191	22
chr11	119167628	119170297	1
chr11	119545869	119549475	5
chr11	120224414	120280159	1
chr11	120276827	120278532	20
chr11	120276827	120280159	22
chr11	120276827	120295124	2
chr11	120276827	120302620	3
chr11	120276827	120317217	1
chr11	120291462	120302620	1
chr11	120298778	120300540	1
chr11	120302480	120308091	5
chr11	120305369	120308091	1
chr11	120308017	120327959	1
chr11	120308017	120328943	1
chr11	120308017	120316173	2
chr11	120310838	120316173	3
chr11	120317112	120317794	1
chr11	120317112	120319923	2
chr11	120318583	120319923	1
chr11	120318943	120327959	1
chr11	120322221	120322433	3
chr11	120322221	120327959	2
chr11	120335946	120338017	11
chr11	120335946	120343836	2
chr11	120339997	120348235	1
chr11	120343759	120348235	11
chr11	120345269	120348235	151
chr11	120346049	120348235	32
chr11	120347370	120348235	42
chr11	120356225	120356438	1
chr11	120357705	120357911	1
chr11	120916383	120918376	4
chr11	120916383	120924441	7
chr11	120916383	120926017	1
chr11	120916383	120930794	1
chr11	121008130	121008731	3
chr11	122026259	122051106	1
chr11	122051044	122060233	3
chr11	122280024	122280251	1
chr11	122646927	122647918	168
chr11	122646927	122650403	8
chr11	122646927	122653930	1
chr11	122646927	122660016	10
chr11	122650205	122650403	2
chr11	122650205	122653930	1
chr11	122665410	122669742	6
chr11	122665410	122672040	2
chr11	122666864	122669742	1
chr11	122667619	122677224	1
chr11	122677118	122680883	1
chr11	122756469	122756901	1
chr11	122774633	122775152	2
chr11	122774633	122775958	1
chr11	122827204	122828199	1
chr11	122929767	122929969	1
chr11	122930824	122931506	1
chr11	122943884	122944482	1
chr11	122944287	122968660	1
chr11	122953777	122968660	1
chr11	122953793	122955421	103
chr11	122953793	122968660	2
chr11	122968503	122984354	1
chr11	122968503	122968660	1
chr11	122984226	122984877	1
chr11	123030428	123053177	1
chr11	123053001	123053154	3
chr11	123053001	123053177	1
chr11	123306142	123308137	1
chr11	123351524	123354711	1
chr11	123351524	123381404	2
chr11	123351527	123381404	1
chr11	123380395	123381404	3
chr11	123448075	123448285	3
chr11	123464790	123465546	12
chr11	123464790	123466745	15
chr11	123479367	123481046	1
chr11	123480503	123481046	1
chr11	123483469	123489932	1
chr11	123483469	123485543	1
chr11	123484163	123485543	3
chr11	123489401	123489932	8
chr11	123529641	123529797	1
chr11	124500284	124500751	1
chr11	124517261	124518071	23
chr11	124573062	124573185	1
chr11	124844992	124847496	19
chr11	124862476	124863139	2
chr11	124873763	124875108	2
chr11	124953774	124954112	1
chr11	124955050	124955118	1
chr11	125125820	125125918	1
chr11	125164242	125164386	1
chr11	125465776	125467014	2
chr11	125466954	125478184	2
chr11	125472198	125474142	6
chr11	125472698	125479484	1
chr11	125475524	125478184	1
chr11	125475524	125479484	1
chr11	125478740	125478859	2
chr11	125482487	125484321	1
chr11	125488268	125488456	1
chr11	125499127	125503246	4
chr11	125499127	125505428	1
chr11	125499127	125507439	1
chr11	125513687	125514538	4
chr11	125563146	125568750	1
chr11	125647056	125648695	1
chr11	125891143	125893432	2
chr11	126073156	126074223	2
chr11	126104890	126110939	3
chr11	126133991	126136817	1
chr11	126142864	126143349	31
chr11	126142864	126146141	1
chr11	126147071	126147310	1
chr11	126176465	126176639	1
chr11	126201446	126201966	1
chr11	126213202	126215394	1
chr11	126250725	126279306	3
chr11	126275991	126279306	21
chr11	126275991	126283543	3
chr11	126276368	126279306	2
chr11	126276677	126276791	2
chr11	126391210	126396582	1
chr11	126602448	126611447	1
chr11	126611249	126615274	9
chr11	126614838	126615274	2
chr11	126614838	126624642	1
chr11	126624538	126624819	1
chr11	126667464	126668306	9
chr11	126740803	126741100	1
chr11	126740803	126743143	3
chr11	126763681	126767462	1
chr11	126763681	126782417	1
chr11	127117167	127117312	1
chr11	127712196	127712413	1
chr11	128130620	128130745	1
chr11	128199666	128199880	1
chr11	128349850	128350346	1
chr11	128350086	128360471	43
chr11	128350086	128391883	1
chr11	128350086	128359385	1
chr11	128350086	128354966	1
chr11	128350086	128350346	38
chr11	128354714	128360471	1
chr11	128354718	128356041	5
chr11	128354718	128360471	72
chr11	128359185	128360471	2
chr11	128426186	128477294	1
chr11	128467193	128467552	2
chr11	128628010	128638167	14
chr11	128628010	128642880	9
chr11	128628010	128651918	24
chr11	128628010	128679099	1
chr11	128638013	128642880	4
chr11	128638013	128651918	11
chr11	128855898	128858020	2
chr11	128910823	128936763	4
chr11	128910823	129034322	1
chr11	128910823	128994789	1
chr11	128932175	128936763	18
chr11	128932175	128994789	3
chr11	128934736	128994789	1
chr11	128963516	128994789	4
chr11	128963516	129034322	6
chr11	128993341	128994789	27
chr11	128993341	129034322	15
chr11	129739389	129740156	1
chr11	129758489	129758690	1
chr11	129780371	129780551	1
chr11	129793143	129807565	1
chr11	129812321	129830977	2
chr11	129825407	129830977	3
chr11	129979324	129980556	42
chr11	129996595	130003623	4
chr11	129996595	130005610	3
chr11	130005458	130007186	1
chr11	130106688	130109791	1
chr11	130130751	130131824	17
chr11	130773150	130776616	6
chr11	130866628	130866758	2
chr11	131105994	131106145	2
chr11	131858365	131869983	1
chr11	131865183	131869024	1
chr11	131865183	131909619	1
chr11	131868907	132016811	2
chr11	131869025	131909619	1
chr11	131869908	131879809	1
chr11	131980234	132016408	1
chr11	131980286	132016408	1
chr11	132016176	132016408	2
chr11	132016176	132016811	20
chr11	132016176	132017679	1
chr11	132016176	132082041	1
chr11	132102657	132102973	1
chr11	132177583	132184597	4
chr11	132180006	132184597	1
chr11	133530321	133530436	1
chr11	133795397	133795633	1
chr11	134026229	134026387	1
chr11	134029787	134038949	1
chr11	134031676	134038949	1
chr11	134063911	134064633	9
chr11	134086830	134090620	4
chr11	134118207	134119745	1
chr11	134126442	134127151	3
chr11	134126442	134132516	1
chr12	88016	88232	1
chr12	416112	417171	2
chr12	427272	427627	2
chr12	432011	432192	1
chr12	438001	465703	1
chr12	442653	443588	1
chr12	459787	463400	14
chr12	459787	461490	12
chr12	463242	472263	1
chr12	464324	465703	1
chr12	472129	475270	2
chr12	514677	527802	11
chr12	514677	539902	1
chr12	514677	542488	2
chr12	518534	527802	4
chr12	537935	539902	1
chr12	537935	547720	1
chr12	541032	542488	1
chr12	541032	542638	1
chr12	542340	542638	7
chr12	547501	547720	1
chr12	861887	862011	1
chr12	922808	922980	2
chr12	922808	939326	11
chr12	936208	936428	6
chr12	936208	939326	4
chr12	980431	981697	2
chr12	980431	991239	1
chr12	987378	991239	1
chr12	1003728	1006847	1
chr12	1022970	1023026	1
chr12	1034616	1039310	3
chr12	1034616	1036429	4
chr12	1038930	1039310	5
chr12	1136914	1137738	248
chr12	1137100	1137211	1
chr12	1192330	1192746	3
chr12	1192330	1225199	1
chr12	1192330	1250953	1
chr12	1213916	1219513	1
chr12	1213916	1250953	1
chr12	1213916	1225199	6
chr12	1221381	1221911	1
chr12	1291091	1292587	4
chr12	1345935	1346323	3
chr12	1372200	1399178	4
chr12	1375400	1399178	1
chr12	1399018	1428454	1
chr12	1399018	1481143	10
chr12	1399018	1399178	19
chr12	1609209	1611747	1
chr12	1618923	1619281	1
chr12	1740464	1755463	10
chr12	1748850	1755463	11
chr12	1748850	1760956	3
chr12	1754960	1756341	7
chr12	1754960	1756480	2
chr12	1754960	1756339	6
chr12	1863424	1863680	12
chr12	1882008	1887191	1
chr12	1882008	1893239	2
chr12	1887020	1893239	18
chr12	2064598	2077076	1
chr12	2166220	2229596	1
chr12	2219346	2229596	7
chr12	2224390	2230430	2
chr12	2224390	2323785	1
chr12	2224390	2229596	75
chr12	2259688	2260750	1
chr12	2260271	2288547	1
chr12	2285843	2288547	1
chr12	2321391	2324956	1
chr12	2424129	2427061	1
chr12	2426894	2438116	1
chr12	2530599	2602552	1
chr12	2558142	2566872	2
chr12	2558142	2595428	2
chr12	2558142	2602552	2
chr12	2558142	2622150	1
chr12	2558142	2666143	1
chr12	2595270	2602552	10
chr12	2595270	2622150	6
chr12	2602356	2622150	5
chr12	2602365	2622150	2
chr12	2602368	2622150	2
chr12	2613164	2622150	9
chr12	2613358	2622150	1
chr12	2613602	2622150	6
chr12	2614008	2622150	24
chr12	2621978	2666143	2
chr12	2621978	2690963	2
chr12	2621978	2656690	1
chr12	2621978	2622150	1
chr12	2642696	2643199	1
chr12	2659109	2666219	1
chr12	2659109	2676960	2
chr12	2675588	2676960	9
chr12	2689374	2690963	1
chr12	2690756	2695070	1
chr12	2717677	2721179	1
chr12	2719707	2721179	1
chr12	2773991	2774874	4
chr12	2774876	2775826	2
chr12	2898498	2898595	1
chr12	2926389	2927443	1
chr12	2929252	2930958	60
chr12	2931960	2933418	17
chr12	2973486	2975687	8
chr12	2973486	2981410	1
chr12	2975559	2977920	1
chr12	2981262	2983691	1
chr12	2983143	2983691	7
chr12	3001446	3031568	1
chr12	3014915	3015050	2
chr12	3018695	3031568	51
chr12	3029929	3031568	20
chr12	3040203	3043727	1
chr12	3042584	3043727	2
chr12	3042584	3047451	2
chr12	3042584	3046895	1
chr12	3046797	3047451	3
chr12	3048477	3050916	1
chr12	3068558	3069206	1
chr12	3103904	3104158	3
chr12	3103904	3121398	3
chr12	3103904	3131183	4
chr12	3105387	3105436	1
chr12	3120170	3131183	4
chr12	3126564	3129939	2
chr12	3310343	3315584	4
chr12	3393226	3393451	1
chr12	3757708	3765572	1
chr12	3763378	3782758	1
chr12	3782612	3789515	2
chr12	4440446	4446326	1
chr12	4626227	4628046	12
chr12	4865653	4865770	1
chr12	5335366	5335503	1
chr12	6442235	6443410	11
chr12	6442533	6443031	1
chr12	6495329	6495487	1
chr12	6499278	6500540	1
chr12	6603282	6604391	1
chr12	6623431	6630276	1
chr12	6625994	6627125	1
chr12	6625994	6632512	2
chr12	6630152	6631203	2
chr12	6630964	6631203	20
chr12	6630964	6632512	18
chr12	6631994	6632512	2
chr12	6635614	6637054	1
chr12	6645850	6646556	1
chr12	6646354	6646881	1
chr12	6657591	6657991	250
chr12	6672481	6673112	2
chr12	6676982	6677088	1
chr12	6679803	6680149	1
chr12	6696550	6697588	7
chr12	6703625	6704596	2
chr12	6703625	6705303	1
chr12	6708939	6709178	1
chr12	6764804	6765964	6
chr12	6787293	6788691	1
chr12	6833780	6839673	4
chr12	6839568	6839986	3
chr12	6839568	6840310	3
chr12	6859014	6859932	25
chr12	6942756	6943213	1
chr12	6958631	6958728	2
chr12	6972412	6973112	1
chr12	6973886	6974412	1
chr12	6975238	6975782	2
chr12	6978028	6978347	1
chr12	6978323	6978523	1
