Chr	Start	End	pos_pairs_Chimeric.out.junction
chr12	122186232	122209455	7
chr12	122188286	122199644	3
chr12	122284768	122285120	7
chr12	122380440	122380881	5
chr12	122380440	122386967	3
chr12	122468606	122481959	5
chr12	122845506	122845728	4
chr12	122962388	122964858	6
chr12	123030723	123032516	4
chr12	123031962	123047246	9
chr12	123102890	123103092	5
chr12	123332578	123334502	8
chr12	123488941	123490095	7
chr12	123651202	123665757	11
chr12	123818600	123825635	6
chr12	124102305	124103384	2
chr12	124130002	124130108	5
chr12	124171383	124171582	8
chr12	124832371	124835283	4
chr12	124911168	124922542	8
chr12	124911168	124934413	13
chr12	124934361	124941708	3
chr12	124970987	124979914	6
chr12	125270903	125271049	2
chr12	125270903	125284788	9
chr12	125284670	125284788	2
chr12	125284670	125294835	6
chr12	125292307	125294835	5
chr12	125296416	125299660	4
chr12	125296416	125302253	3
chr12	125298748	125299660	4
chr12	125436944	125449552	7
chr12	125453080	125457145	8
chr12	125453080	125460057	6
chr12	125587225	125591814	7
chr12	125599023	125603311	3
chr12	129283804	129294656	11
chr12	129285399	129294018	8
chr12	129293333	129294656	8
chr12	129293333	129299615	4
chr12	129299320	129299615	7
chr12	131359091	131359278	2
chr12	131561346	131569208	3
chr12	132250663	132262875	7
chr12	132395257	132402099	4
chr12	132423718	132426528	8
chr12	132593117	132599090	3
chr12	132635803	132636742	9
chr12	133218233	133248908	5
chr12	133234454	133238270	6
chr12	133237555	133242036	3
chr12	133245397	133248908	6
chr12	133324418	133331719	9
chr12	133358882	133390005	6
chr12	133372438	133390005	5
chr12	133374926	133390005	4
chr12	133384477	133390005	6
chr13	20235838	20244503	4
chr13	20534098	20641530	9
chr13	20625573	20641530	4
chr13	20632715	20641530	8
chr13	21305980	21306260	4
chr13	21364601	21371196	7
chr13	21364601	21374464	9
chr13	21364601	21396428	6
chr13	21417909	21418025	1
chr13	21436856	21442840	3
chr13	24233189	24234629	5
chr13	26911704	26928017	10
chr13	26974590	26975761	9
chr13	27664219	27690733	2
chr13	28748409	28752072	5
chr13	28830429	28835595	2
chr13	28830429	28845003	2
chr13	28830429	28855516	1
chr13	28834584	28835595	6
chr13	28840852	28841013	7
chr13	28840852	28845003	6
chr13	28840852	28846208	4
chr13	28840852	28854678	8
chr13	28840852	28862259	9
chr13	30104675	30107119	9
chr13	31195901	31227442	6
chr13	33091994	33101669	6
chr13	33091994	33112821	7
chr13	33095510	33111164	8
chr13	33101545	33111164	4
chr13	33249981	33309467	9
chr13	33261271	33271039	3
chr13	33268360	33309467	8
chr13	33306238	33309467	4
chr13	33306238	33315286	5
chr13	33306238	33316865	4
chr13	35615070	35619538	6
chr13	35615070	35633000	2
chr13	37427556	37427812	3
chr13	37539712	37546173	6
chr13	37614542	37621738	6
chr13	37614542	37625720	3
chr13	40293373	40293964	3
chr13	40293373	40301685	8
chr13	41133646	41134997	8
chr13	41367294	41373451	6
chr13	41382574	41382732	3
chr13	41814397	41835051	8
chr13	41826781	41835051	5
chr13	42245082	42267108	2
chr13	42335264	42361679	4
chr13	42385361	42393522	6
chr13	42385361	42407667	1
chr13	42385361	42442613	9
chr13	42733402	42734272	6
chr13	43986052	43987124	2
chr13	45980018	45983209	3
chr13	47297356	47308133	9
chr13	47297356	47303119	4
chr13	49033824	49033969	5
chr13	50054355	50059859	4
chr13	50123594	50141456	7
chr13	51501543	51501614	2
chr13	51501543	51517530	5
chr13	51501543	51519668	6
chr13	51501543	51523641	6
chr13	51957465	51963580	10
chr13	52234732	52249379	4
chr13	52511412	52532680	6
chr13	52718826	52722604	4
chr13	52992127	53001354	6
chr13	52997709	52997774	3
chr13	52997709	53001354	4
chr13	53000067	53016580	4
chr13	53227181	53227238	2
chr13	60407241	60453602	4
chr13	70314526	70314688	9
chr13	70514172	70514368	5
chr13	74387289	74420510	7
chr13	75863070	75923438	7
chr13	75898373	75936743	8
chr13	75900333	75911176	6
chr13	75900333	75923438	4
chr13	75900333	75936743	9
chr13	75915632	75923438	5
chr13	75936162	75936743	3
chr13	77718580	77836264	5
chr13	77779391	77792092	4
chr13	77791975	77799689	5
chr13	77791975	77818086	6
chr13	77798586	77838137	4
chr13	79908479	79940330	6
chr13	79908479	79953042	7
chr13	79915258	79918929	5
chr13	79928574	79953042	4
chr13	79939713	79953042	9
chr13	80113817	80113910	5
chr13	94679983	94680148	4
chr13	95271722	95275554	5
chr13	95768176	95840796	6
chr13	95858786	95860179	9
chr13	95858786	95861851	3
chr13	96375496	96377506	6
chr13	97986530	98009889	4
chr13	98018713	98018807	2
chr13	98641316	98642791	6
chr13	98645146	98670958	3
chr13	98649785	98670958	5
chr13	98865474	98865667	6
chr13	99020371	99030172	8
chr13	99061592	99076904	3
chr13	99083297	99083534	2
chr13	99127075	99134575	4
chr13	99890681	99890808	4
chr13	99890681	99896878	3
chr13	99896086	99896878	4
chr13	99896169	99896878	1
chr13	99966351	99970323	6
chr13	100201419	100206709	6
chr13	100207790	100207901	5
chr13	100953714	100962162	7
chr13	100982815	101020828	7
chr13	101020726	101101559	4
chr13	101278325	101287190	3
chr13	102047534	102051516	7
chr13	111274563	111276626	1
chr13	111274563	111287935	6
chr13	111857636	111862349	6
chr13	111938494	111940790	7
chr13	113143895	113181798	3
chr13	113158346	113181798	7
chr13	113170754	113181798	8
chr13	113170754	113200179	6
chr13	113200013	113212727	9
chr13	113201934	113223573	7
chr13	113470397	113470525	5
chr13	113477659	113481205	12
chr13	113513707	113530255	3
chr13	113718618	113719399	4
chr13	113832488	113839874	7
chr13	113873259	113883833	3
chr13	113899466	113900377	6
chr13	113963958	113964177	4
chr13	114149817	114154464	9
chr13	114149817	114164739	5
chr13	114149817	114175048	3
chr13	114149817	114193822	4
chr13	114152657	114175048	5
chr13	114154273	114175048	1
chr13	114157811	114175048	5
chr13	114164553	114175048	5
chr13	114164553	114193822	11
chr13	114174931	114175048	3
chr13	114174931	114202767	4
chr13	114188360	114193822	2
chr13	114265311	114265377	3
chr13	114265311	114277601	5
chr13	114806476	114839312	8
chr14	20863609	20864108	3
chr14	21555479	21556257	4
chr14	21698478	21699231	1
chr14	21698478	21702388	6
chr14	21698478	21731495	2
chr14	21731470	21731988	5
chr14	21731826	21731988	10
chr14	21830356	21830483	5
chr14	21955610	21961416	7
chr14	21968637	21970045	7
chr14	21971316	21972024	7
chr14	23345898	23346262	5
chr14	23371396	23380612	5
chr14	23373470	23380612	8
chr14	23375404	23380612	7
chr14	23530507	23547475	10
chr14	23944767	23945616	6
chr14	24108388	24113752	8
chr14	24612794	24614674	2
chr14	24649006	24649112	5
chr14	24735636	24737404	3
chr14	24735636	24737626	7
chr14	24735636	24737825	7
chr14	24735636	24738900	7
chr14	24735636	24740153	7
chr14	24735982	24736982	4
chr14	24735982	24738199	2
chr14	24736866	24737825	8
chr14	24737316	24737825	5
chr14	24738286	24739346	5
chr14	24765715	24766087	2
chr14	24773699	24773804	5
chr14	25325142	25326363	4
chr14	31097415	31122794	7
chr14	31103153	31112611	5
chr14	31112522	31122794	6
chr14	31139462	31144271	6
chr14	31171502	31177271	5
chr14	31371742	31382863	8
chr14	31380983	31425448	7
chr14	31404369	31425448	8
chr14	31570386	31570530	6
chr14	31581622	31581749	4
chr14	31581622	31602881	5
chr14	31582483	31602881	8
chr14	31583492	31597212	5
chr14	31585442	31590711	5
chr14	31588916	31590711	4
chr14	31588916	31597212	5
chr14	31590589	31590711	6
chr14	31596991	31602881	9
chr14	31596991	31609203	11
chr14	31602444	31602881	10
chr14	31782174	31785155	7
chr14	32256986	32295920	4
chr14	32559708	32563592	3
chr14	32559708	32586493	8
chr14	35331250	35331528	5
chr14	35522484	35548230	3
chr14	36017714	36147308	3
chr14	36017714	36104804	3
chr14	36041766	36104804	7
chr14	36064840	36104804	3
chr14	36103780	36143915	3
chr14	36121011	36194359	4
chr14	36133848	36159209	2
chr14	36133848	36194359	8
chr14	36140595	36147308	2
chr14	36140595	36211771	3
chr14	39514367	39517933	4
chr14	39517856	39524500	1
chr14	39530969	39545297	6
chr14	39543619	39545297	7
chr14	39554966	39555110	8
chr14	39565102	39565343	2
chr14	50120708	50136316	8
chr14	50130033	50141145	6
chr14	50131344	50141145	8
chr14	50136242	50141145	4
chr14	50244557	50249856	8
chr14	50246931	50249312	8
chr14	50596679	50597480	4
chr14	50641172	50647400	5
chr14	50647290	50647400	3
chr14	51374989	51378754	3
chr14	51716186	51716483	4
chr14	52179201	52187108	5
chr14	52495440	52527074	10
chr14	52948948	52957723	7
chr14	52955081	52957723	4
chr14	52977958	53011089	6
chr14	53327059	53331571	7
chr14	53525195	53527919	4
chr14	54896979	54897122	4
chr14	54898826	54903155	3
chr14	54903087	54903155	4
chr14	55168780	55169298	6
chr14	55423752	55424353	3
chr14	55475034	55480314	4
chr14	55475034	55493521	9
chr14	57863470	57866601	5
chr14	60582437	60592541	4
chr14	61186478	61187163	4
chr14	63246446	63269299	4
chr14	63246446	63483672	4
chr14	63269047	63483672	8
chr14	63416851	63473190	7
chr14	63416851	63483672	6
chr14	63447590	63483672	6
chr14	64408413	64416724	8
chr14	66028055	66028484	7
chr14	67382720	67391009	4
chr14	68157857	68159769	7
chr14	68222665	68229536	3
chr14	68228083	68229536	11
chr14	68274115	68280781	6
chr14	69356856	69360464	3
chr14	69369194	69376113	3
chr14	69387723	69392389	5
chr14	69919958	69921614	5
chr14	69919958	69922583	4
chr14	70170112	70171459	7
chr14	70418855	70420249	4
chr14	70442432	70442531	1
chr14	70442432	70480208	3
chr14	70444635	70480208	5
chr14	70444635	70490164	10
chr14	70459134	70461197	2
chr14	70459134	70490164	7
chr14	70461117	70490164	6
chr14	70477471	70490164	3
chr14	70480103	70490164	5
chr14	71413632	71455416	6
chr14	71428943	71479919	3
chr14	71434915	71445365	6
chr14	71435738	71462642	5
chr14	71443659	71462642	4
chr14	71455284	71455416	7
chr14	71455284	71493005	6
chr14	71455284	71479919	6
chr14	71455284	71476441	5
chr14	71455284	71462642	9
chr14	71476351	71489949	3
chr14	71511850	71512000	4
chr14	71511850	71524441	8
chr14	71511850	71543136	6
chr14	71571952	71572157	3
chr14	72054288	72056087	8
chr14	72054288	72090953	4
chr14	72085474	72090953	4
chr14	72125050	72125153	4
chr14	72125050	72139339	10
chr14	72152079	72176381	5
chr14	73440788	73465023	8
chr14	73538335	73538455	3
chr14	73614503	73614802	4
chr14	73614503	73614814	4
chr14	73614503	73640415	4
chr14	73614503	73653628	11
chr14	74422154	74422631	7
chr14	74557935	74564563	4
chr14	75142844	75143455	8
chr14	75264283	75266400	1
chr14	75355798	75356052	1
chr14	75500122	75516421	9
chr14	75508318	75516421	6
chr14	75513079	75516421	4
chr14	75563803	75563973	7
chr14	75563803	75577074	11
chr14	75563803	75570700	8
chr14	75567695	75570700	8
chr14	75576388	75577074	4
chr14	76088422	76091095	6
chr14	76147888	76201632	6
chr14	76173361	76174050	7
chr14	76173361	76187046	5
chr14	76173361	76249873	11
chr14	76184204	76187046	3
chr14	76198681	76201632	3
chr14	76219236	76246045	8
chr14	76230958	76249873	5
chr14	76238077	76249873	7
chr14	76349028	76349245	4
chr14	76620697	76662315	3
chr14	76633006	76647192	3
chr14	76633006	76662315	5
chr14	76638186	76643033	9
chr14	76638186	76647192	3
chr14	76642966	76662315	5
chr14	77914837	77917676	6
chr14	77930941	77932010	4
chr14	80993213	80997230	8
chr14	81209419	81244390	7
chr14	81837332	81837529	5
chr14	89077178	89077284	5
chr14	89093182	89110855	7
chr14	89192885	89221015	6
chr14	89319315	89327676	4
chr14	90432491	90442159	2
chr14	90450860	90459827	2
chr14	91808724	91810001	4
chr14	92601711	92601840	3
chr14	93176017	93179216	7
chr14	93182481	93183806	4
chr14	93412676	93460342	3
chr14	93428700	93429194	3
chr14	93428700	93460342	2
chr14	93460225	93460342	1
chr14	93460225	93483146	4
chr14	93723541	93762503	6
chr14	93760204	93762503	9
chr14	94417345	94417590	3
chr14	95557540	95578584	5
chr14	96993767	96994343	6
chr14	97313594	97327072	5
chr14	97319411	97321693	4
chr14	97322865	97327072	5
chr14	99924616	99925522	8
chr14	99924616	99932150	4
chr14	100317190	100331983	4
chr14	100384119	100387214	6
chr14	100551024	100563995	9
chr14	102461010	102476423	8
chr14	102461518	102476423	8
chr14	102466326	102477289	5
chr14	102484788	102486393	8
chr14	102842987	102843277	4
chr14	103336522	103342862	6
chr14	103355897	103369766	6
chr14	103404441	103404748	7
chr14	103405947	103406661	4
chr14	103410228	103416939	7
chr14	103434590	103450093	6
chr14	103571329	103574854	4
chr14	103871413	103871604	3
chr14	103985995	103987771	5
chr14	104484429	104508524	3
chr14	104488494	104493276	9
chr14	104490906	104493276	1
chr14	105237082	105239917	6
chr14	105359860	105360925	9
chr14	105718844	105739231	5
chr14	105814830	105821514	3
chr14	105818715	105821514	6
chr14	105958916	105960270	1
chr15	20636346	20642685	2
chr15	20636346	20651299	6
chr15	20648624	20666595	3
chr15	20671448	20688770	4
chr15	22566769	22570820	1
chr15	22848875	22853849	7
chr15	22848875	22855295	9
chr15	22848875	22866800	5
chr15	22940728	22945162	5
chr15	22940728	22954376	8
chr15	22940728	22947086	6
chr15	22960793	22963874	9
chr15	22999339	23000243	6
chr15	23014438	23014528	4
chr15	23060815	23062319	5
chr15	23316036	23333999	6
chr15	23338853	23339028	4
chr15	23338853	23356220	2
chr15	28463635	28508315	6
chr15	28478292	28508315	10
chr15	28482109	28516014	6
chr15	28515841	28516014	5
chr15	28902333	28908666	4
chr15	29996426	30020223	4
chr15	30024637	30065560	12
chr15	30026478	30065560	8
chr15	30033535	30065560	5
chr15	30053342	30065560	5
chr15	30053342	30092905	7
chr15	31008423	31042759	4
chr15	31196715	31206294	7
chr15	31947299	31981684	4
chr15	35192823	35226836	1
chr15	35192823	35234281	11
chr15	35219236	35226836	4
chr15	36983886	37002162	3
chr15	39876189	39876623	7
chr15	39876189	39881287	9
chr15	40475915	40477843	11
chr15	40475915	40502411	1
chr15	40477366	40477843	5
chr15	40675429	40684224	3
chr15	40702827	40707681	2
chr15	40705190	40708561	3
chr15	40707088	40707681	7
chr15	40754114	40754493	6
chr15	40863803	40864099	6
chr15	41001223	41021022	6
chr15	41021703	41022172	2
chr15	41036245	41037457	6
chr15	41036245	41044376	6
chr15	41337102	41348904	7
chr15	41346127	41348904	5
chr15	41347445	41348904	4
chr15	41348820	41350979	5
chr15	41361768	41362745	6
chr15	41365626	41366763	2
chr15	41373218	41379880	9
chr15	41377567	41379880	7
chr15	41535865	41555081	2
chr15	41648237	41657787	6
chr15	41961026	41962156	7
chr15	41988273	41991357	4
chr15	41988273	42000406	7
chr15	42046635	42050037	6
chr15	42103081	42105299	5
chr15	42470416	42470768	3
chr15	42519909	42553200	7
chr15	42531868	42560230	7
chr15	42553156	42560230	2
chr15	42579889	42603044	5
chr15	42727582	42732011	10
chr15	43020153	43028276	6
chr15	43021427	43021560	3
chr15	43022326	43028276	6
chr15	43023409	43028276	9
chr15	43023818	43028276	4
chr15	43025295	43028276	5
chr15	43026136	43028276	10
chr15	43102812	43132631	9
chr15	43120126	43132631	7
chr15	43120126	43170882	5
chr15	43122136	43132631	5
chr15	43268915	43270145	5
chr15	43268915	43363123	8
chr15	43322142	43330430	8
chr15	43668296	43669265	3
chr15	43668296	43672361	3
chr15	43692242	43694048	6
chr15	43712503	43730614	4
chr15	43762056	43769957	4
chr15	43767763	43769957	8
chr15	44046022	44048964	3
chr15	44053622	44055404	3
chr15	44671888	44671986	4
chr15	44788578	44789336	6
chr15	44858052	44944464	7
chr15	44859622	44861703	3
chr15	44859622	44862856	8
chr15	44859622	44865018	11
chr15	44861596	44862856	5
chr15	44864881	44892830	7
chr15	44865745	44892830	8
chr15	44876012	44892830	2
chr15	44888281	44892830	5
chr15	44898223	44903183	4
chr15	44907561	44912601	7
chr15	44941064	44941209	2
chr15	44941064	44949494	6
chr15	44941064	44952814	4
chr15	44943689	44951501	4
chr15	49493359	49584734	8
chr15	49493359	49531564	5
chr15	49528048	49531564	2
chr15	49528048	49575915	5
chr15	49528048	49584734	8
chr15	49528048	49612002	5
chr15	50168475	50171656	5
chr15	50330965	50399205	7
chr15	50330965	50366382	9
chr15	50330965	50339661	2
chr15	50592986	50593565	5
chr15	50592986	50596330	3
chr15	50592986	50601995	1
chr15	50875286	50878685	7
chr15	50884108	50885946	5
chr15	50902003	50931745	2
chr15	50923614	50925189	2
chr15	50923614	50926753	3
chr15	50923614	50955243	8
chr15	50935537	50955243	6
chr15	50949978	50955243	1
chr15	51012137	51023236	5
chr15	51018518	51018574	3
chr15	51240217	51250991	6
chr15	52338027	52339212	3
chr15	52697484	52708498	5
chr15	52697484	52725482	5
chr15	52897330	52903974	6
chr15	57355948	57384089	4
chr15	57383987	57490023	10
chr15	57523350	57526305	4
chr15	57523350	57535748	5
chr15	57535670	57535748	1
chr15	59344504	59344630	5
chr15	59373135	59373483	4
chr15	59376328	59377984	2
chr15	59445789	59450578	7
chr15	59450486	59450578	3
chr15	59510090	59517022	7
chr15	59510090	59548577	9
chr15	60653140	60674640	5
chr15	60720628	60742040	8
chr15	62169172	62174935	6
chr15	62299507	62306191	6
chr15	63042601	63069109	10
chr15	63907967	63948154	8
chr15	63908629	63954220	4
chr15	63930610	63956793	5
chr15	63930610	63954220	9
chr15	63930910	63954220	6
chr15	63947941	63954220	10
chr15	63951935	63954220	5
chr15	63953952	63954220	1
chr15	64275732	64275953	2
chr15	64410316	64411053	7
chr15	64410316	64415745	2
chr15	65110145	65111422	6
chr15	65113366	65113480	4
chr15	65114465	65116553	6
chr15	65266940	65275931	4
chr15	65273202	65275931	5
chr15	65623750	65624444	4
chr15	65627629	65667740	8
chr15	65759016	65759561	4
chr15	65782527	65790370	5
chr15	65956668	65962526	5
chr15	66727365	66729230	8
chr15	66774093	66777529	7
chr15	66777328	66777529	5
chr15	66795396	66795502	2
chr15	67004006	67008836	5
chr15	67004006	67009478	4
chr15	67457233	67459191	10
chr15	67457233	67462942	6
chr15	67462892	67479847	4
chr15	67677274	67681344	5
chr15	67842372	67879251	6
chr15	67873092	67893087	3
chr15	67984817	67985906	4
chr15	67984817	67995746	6
chr15	68040569	68065090	4
chr15	68434284	68439038	10
chr15	69672222	69682119	4
chr15	70346777	70347637	5
chr15	70975097	70991999	6
chr15	71229100	71256271	3
chr15	71534988	71535435	10
chr15	72492815	72499618	3
chr15	72509750	72511451	2
chr15	72847612	72853890	5
chr15	72855735	72864506	5
chr15	73052748	73052868	3
chr15	73052748	73067438	7
chr15	73064124	73067438	4
chr15	73862491	73884478	3
chr15	74212179	74212379	4
chr15	74865203	74865545	6
chr15	74882161	74882344	7
chr15	74911538	74912566	1
chr15	74932807	74967483	4
chr15	74963796	74964115	7
chr15	74963796	74967483	6
chr15	75131609	75134761	6
chr15	75219107	75219228	2
chr15	75652431	75652552	2
chr15	75699396	75705386	8
chr15	75714988	75715164	7
chr15	75722528	75722749	4
chr15	75901899	75902335	6
chr15	76168528	76175765	5
chr15	76566753	76580286	8
chr15	76566753	76588078	4
chr15	76576098	76588078	8
chr15	76576098	76585041	12
chr15	76576098	76584854	4
chr15	76578712	76588078	4
chr15	76580187	76580286	5
chr15	76580187	76585041	3
chr15	76580187	76588078	9
chr15	76584772	76585041	4
chr15	76584772	76588078	6
chr15	76584960	76588078	5
chr15	76587932	76588078	7
chr15	77471132	77474382	5
chr15	78305165	78322512	8
chr15	78308888	78317839	7
chr15	78337242	78346529	5
chr15	78452434	78454709	7
chr15	78577603	78582054	5
chr15	78757593	78758831	3
chr15	78762874	78764266	3
chr15	79183826	79186572	6
chr15	80390758	80415142	7
chr15	80412670	80415142	5
chr15	82443806	82444764	7
chr15	82532759	82533744	4
chr15	82533611	82545116	3
chr15	84758961	84770916	2
chr15	85189415	85196930	7
chr15	85230856	85234875	5
chr15	85341819	85343208	5
chr15	85451949	85467341	4
chr15	85607601	85610435	6
chr15	85619093	85626875	3
chr15	85641179	85661070	6
chr15	85652284	85656678	5
chr15	85656608	85669605	5
chr15	85657104	85658718	3
chr15	85657104	85661070	5
chr15	85657104	85664245	9
chr15	85666292	85669605	6
chr15	86028941	86064806	5
chr15	86076815	86087186	4
chr15	89060013	89060204	1
chr15	89656956	89659752	5
chr15	89698598	89698765	8
chr15	89790860	89804074	4
chr15	89848346	89849425	6
chr15	90760671	90764712	8
chr15	90760671	90768629	11
chr15	90760671	90764997	4
chr15	90760671	90763123	6
chr15	90763025	90764997	7
chr15	90969342	90983847	6
chr15	90982564	90986710	10
chr15	91016947	91017030	3
chr15	91310140	91312816	5
chr15	91420757	91423004	6
chr15	91422674	91424270	5
chr15	91542907	91543205	5
chr15	91553031	91557663	6
chr15	92459223	92459688	9
chr15	92663695	92690389	3
chr15	93467551	93499879	6
chr15	93467551	93518180	3
chr15	93480748	93518180	6
chr15	93489051	93489446	2
chr15	93492182	93558139	5
chr15	93540187	93558139	10
chr15	93557926	93558139	5
chr15	99250791	99251336	1
chr15	99465377	99491937	12
chr15	99827462	99828156	5
chr15	100211528	100215663	6
chr15	101149912	101152632	5
chr15	101550655	101551042	5
chr15	101906401	101910728	4
chr15	101929669	101983865	7
chr15	101929669	101970268	10
chr15	102506273	102506426	3
chr16	142594	143323	6
chr16	148143	150507	4
chr16	162621	162774	6
chr16	339440	343718	6
chr16	339440	364683	5
chr16	354304	360069	6
chr16	354304	364683	7
chr16	359973	397106	5
chr16	424005	424151	2
chr16	424005	424399	2
chr16	425133	426812	6
chr16	449379	449739	2
chr16	667208	668260	3
chr16	718353	718569	5
chr16	721860	722002	5
chr16	777965	778029	2
chr16	837077	837477	4
chr16	929570	929737	7
chr16	1004357	1004666	8
chr16	1503835	1506207	5
chr16	1503835	1511675	6
chr16	1872301	1873038	2
chr16	2012498	2012657	2
chr16	2105403	2127727	6
chr16	2106197	2108874	3
chr16	2112498	2132505	5
chr16	2120457	2124390	9
chr16	2120457	2136380	7
chr16	2135231	2138326	7
chr16	2147149	2147242	5
chr16	2147729	2147985	6
chr16	2166834	2167673	2
chr16	2202821	2203046	2
chr16	2221573	2224334	5
chr16	2221573	2225954	5
chr16	2223922	2224049	4
chr16	2283883	2284782	3
chr16	2285082	2285144	5
chr16	2367284	2367765	5
chr16	2481131	2498979	5
chr16	2489354	2493801	4
chr16	2627426	2633586	5
chr16	2683740	2692490	1
chr16	2807473	2810500	8
chr16	2867802	2868970	6
chr16	3076064	3076289	4
chr16	3801727	3820987	7
chr16	3900298	3901010	8
chr16	4029117	4042364	3
chr16	4498734	4500498	6
chr16	4513661	4519466	5
chr16	4516154	4519466	5
chr16	4700366	4707364	13
chr16	4701964	4702825	9
chr16	4861171	4862249	7
chr16	4861624	4882913	5
chr16	5129749	5131057	2
chr16	8719353	8722967	8
chr16	8722587	8722967	5
chr16	8729025	8738582	6
chr16	8839858	8844396	3
chr16	8851614	8860127	2
chr16	9014216	9024254	10
chr16	9023226	9024254	7
chr16	10641397	10641534	2
chr16	11096931	11118778	5
chr16	11114050	11118778	4
chr16	11214472	11220003	2
chr16	11647389	11647545	7
chr16	11647389	11650591	9
chr16	11778021	11794420	9
chr16	11778021	11785938	7
chr16	11778021	11782301	10
chr16	11781713	11792181	5
chr16	11824501	11830089	4
chr16	11857334	11864843	2
chr16	11868092	11876244	4
chr16	11940358	11940700	6
chr16	12121177	12121301	6
chr16	14576495	14648008	6
chr16	14645878	14648008	5
chr16	14645878	14649566	6
chr16	14647922	14649566	6
chr16	14720963	14721193	6
chr16	14738131	14738466	7
chr16	14947324	14947883	7
chr16	14965478	14970647	2
chr16	15109986	15111279	1
chr16	15771658	15771806	5
chr16	16101673	16101849	4
chr16	16101673	16103758	3
chr16	16101673	16108485	6
chr16	16101673	16184445	6
chr16	16103633	16103758	3
chr16	16108348	16110478	6
chr16	16110353	16110478	4
chr16	16110353	16130460	7
chr16	16130329	16150152	10
chr16	16146581	16150152	7
chr16	16162013	16165586	4
chr16	16162013	16180848	2
chr16	16180681	16184445	6
chr16	16200595	16205439	6
chr16	16200595	16232415	5
chr16	16205232	16205439	6
chr16	16205232	16230501	4
chr16	16219667	16225792	3
chr16	16248485	16263710	4
chr16	16248730	16282831	7
chr16	16259480	16292039	9
chr16	16278816	16292039	6
chr16	16278816	16308306	6
chr16	16282688	16282831	4
chr16	16282688	16284224	7
chr16	16282688	16302716	4
chr16	16295858	16302716	7
chr16	16345820	16346379	2
chr16	16363978	16381719	3
chr16	16363978	16369300	2
chr16	18530551	18535874	2
chr16	18553494	18554053	6
chr16	18591532	18593789	8
chr16	18597128	18604038	8
chr16	18830824	18839490	4
chr16	18839353	18845760	8
chr16	18840608	18856973	3
chr16	18841541	18850011	6
chr16	18851020	18851268	5
chr16	18851020	18853776	7
chr16	18852887	18856973	4
chr16	18852887	18861789	4
chr16	18893487	18896988	8
chr16	18895392	18896988	6
chr16	18896412	18896988	3
chr16	19063008	19068019	3
chr16	19483410	19483565	7
chr16	19627436	19663412	6
chr16	19627436	19702793	9
chr16	19653718	19663412	5
chr16	19653718	19693712	2
chr16	19680482	19702793	4
chr16	20814118	20814992	2
chr16	21475024	21475314	1
chr16	21623966	21636436	2
chr16	21968738	21994668	8
chr16	21968738	21987564	7
chr16	21968738	21983443	6
chr16	21969856	21983443	8
chr16	21979949	21983443	8
chr16	21979949	21987564	5
chr16	21983244	21994668	2
chr16	21985217	21994668	7
chr16	22262472	22262643	8
chr16	22314252	22320831	6
chr16	22319469	22320831	3
chr16	22319526	22337599	3
chr16	22320246	22320831	5
chr16	22320246	22330267	5
chr16	22324941	22326529	5
chr16	22324941	22339908	2
chr16	22324946	22339913	5
chr16	23117534	23117626	3
chr16	23117534	23117808	5
chr16	23117534	23119504	4
chr16	23403701	23415155	7
chr16	23403701	23421681	5
chr16	23428288	23428442	4
chr16	23428288	23446039	4
chr16	23486225	23503121	1
chr16	23494244	23498111	5
chr16	23494244	23507099	8
chr16	23498031	23505699	8
chr16	23654276	23672602	5
chr16	24564834	24570998	5
chr16	24988536	24990326	3
chr16	27351507	27364017	8
chr16	27357788	27364017	7
chr16	27506084	27510054	3
chr16	28112779	28113266	5
chr16	28115867	28118998	8
chr16	28123138	28137169	7
chr16	28124225	28137169	6
chr16	28132991	28167848	2
chr16	28145162	28146645	3
chr16	28145162	28157524	2
chr16	28146537	28157524	2
chr16	28146537	28181230	7
chr16	28163980	28167848	6
chr16	28177829	28181230	5
chr16	28498777	28500707	5
chr16	28499912	28500707	6
chr16	28855551	28856801	9
chr16	28898510	28899043	8
chr16	28898510	28900274	8
chr16	28914099	28914232	4
chr16	29810949	29811369	2
chr16	29845054	29845387	4
chr16	29847025	29848279	4
chr16	29871902	29872580	5
chr16	29906580	29907181	7
chr16	29906580	29909305	7
chr16	30064785	30080299	8
chr16	30078771	30080299	5
chr16	30078771	30080710	4
chr16	30080139	30080299	5
chr16	30087636	30087796	5
chr16	30106110	30106218	6
chr16	30122709	30123542	6
chr16	30715385	30715636	6
chr16	30715385	30721449	7
chr16	30724529	30725032	8
chr16	30740287	30740893	5
chr16	30972588	30974875	6
chr16	30997926	30998025	2
chr16	31503518	31505108	3
chr16	31504299	31519199	9
chr16	31510623	31510846	3
chr16	46708226	46711310	6
chr16	46931560	46934702	4
chr16	46931560	46943839	5
chr16	46931560	46952669	5
chr16	47531310	47537001	5
chr16	47545576	47549512	3
chr16	47581344	47581459	3
chr16	48286042	48286276	6
chr16	48286042	48337216	5
chr16	48292529	48311390	6
chr16	48311249	48337216	4
chr16	48381418	48382201	3
chr16	50321823	50322261	6
chr16	50326587	50332942	10
chr16	52484189	52502486	7
chr16	53288350	53308214	6
chr16	53495653	53498275	7
chr16	53504658	53504834	4
chr16	53532303	53534241	5
chr16	53844052	53878210	6
chr16	53878067	53922863	6
chr16	53907698	53913899	2
