Chr	Start	End	SRR444975_pairs_Chimeric.out.junction
chr11	59426339	59426942	6
chr11	60698075	60698131	1
chr11	60899892	60906307	1
chr11	61079256	61079556	1
chr11	61094251	61097546	1
chr11	61096835	61097546	1
chr11	61124002	61125300	1
chr11	61133517	61135470	7
chr11	62283652	62283715	1
chr11	62285857	62285919	1
chr11	62286284	62286414	1
chr11	62288227	62288385	1
chr11	62288241	62288378	1
chr11	62292057	62292119	1
chr11	62296483	62296614	1
chr11	62299900	62299955	1
chr11	62300317	62300469	1
chr11	62300436	62300582	1
chr11	62302513	62303564	1
chr11	62303417	62304039	1
chr11	62362736	62362964	1
chr11	62402442	62406519	1
chr11	62406455	62407203	6
chr11	62505780	62505872	1
chr11	62622763	62622834	1
chr11	62651929	62651997	3
chr11	63357572	63357629	1
chr11	63486174	63488504	2
chr11	63960550	63971094	1
chr11	63967412	63967765	1
chr11	64812222	64812272	2
chr11	64850957	64851158	1
chr11	64877261	64877389	1
chr11	65046201	65049992	1
chr11	65093859	65094257	1
chr11	65191434	65211530	1
chr11	65202524	65205128	1
chr11	65204009	65205128	4
chr11	65210535	65211530	2
chr11	65210535	65211534	3
chr11	65268003	65268121	1
chr11	65268383	65268478	2
chr11	65269053	65272066	1
chr11	65269761	65271829	1
chr11	65269792	65272066	1
chr11	65269792	65271402	1
chr11	65270588	65271829	2
chr11	65270588	65272066	2
chr11	65270592	65271402	1
chr11	65270592	65273133	1
chr11	65271200	65273133	1
chr11	65271200	65271402	1
chr11	65271200	65271829	2
chr11	65271200	65272066	2
chr11	65271200	65272490	1
chr11	65271604	65272066	1
chr11	65271902	65272135	1
chr11	65272291	65272490	1
chr11	65272658	65272846	2
chr11	65349851	65349994	1
chr11	65380816	65380954	1
chr11	65401190	65402919	1
chr11	65631275	65632084	1
chr11	65660466	65660524	1
chr11	65661485	65664477	6
chr11	65684592	65684802	1
chr11	65765913	65767146	1
chr11	65829470	65830450	1
chr11	65977833	65978730	1
chr11	66006275	66006748	1
chr11	66100180	66100220	1
chr11	66571466	66590145	1
chr11	66583524	66595835	1
chr11	66589114	66595835	1
chr11	66947550	66949363	1
chr11	67166411	67166467	1
chr11	67254552	67254656	1
chr11	67450280	67450331	1
chr11	67934449	67957619	1
chr11	68282496	68305359	2
chr11	68318589	68331900	1
chr11	68318589	68363686	1
chr11	68334482	68343511	1
chr11	68337216	68343511	2
chr11	68560783	68575106	1
chr11	68574935	68580044	1
chr11	70251371	70253697	1
chr11	70251371	70260758	1
chr11	70265852	70271507	1
chr11	71155144	71155257	1
chr11	71201891	71202949	1
chr11	71628667	71634521	1
chr11	71671796	71693961	1
chr11	71693807	71701763	1
chr11	72420915	72422544	1
chr11	72598515	72613683	1
chr11	72692323	72700142	1
chr11	72695133	72700142	6
chr11	72695133	72726930	1
chr11	73021824	73021998	1
chr11	73388766	73390791	1
chr11	73418465	73429935	4
chr11	73418465	73431944	1
chr11	73418465	73429763	6
chr11	73584020	73584066	1
chr11	73625458	73627705	1
chr11	73765652	73796015	1
chr11	73795926	73809300	1
chr11	73843889	73844602	1
chr11	74047207	74047315	1
chr11	74315737	74331134	1
chr11	74315737	74347320	1
chr11	75113424	75115118	1
chr11	75283639	75283686	1
chr11	76162902	76175124	1
chr11	76162902	76183884	1
chr11	76174865	76183884	3
chr11	76207259	76239510	2
chr11	76224430	76239510	3
chr11	76247976	76248619	2
chr11	77043775	77064644	1
chr11	77085373	77091039	1
chr11	77090286	77091039	1
chr11	77330651	77336863	2
chr11	77330651	77340944	1
chr11	77336008	77336863	5
chr11	77336008	77340944	2
chr11	77394755	77402283	1
chr11	77409532	77413540	1
chr11	77649697	77692622	1
chr11	77823696	77832220	1
chr11	77824932	77825438	1
chr11	77830228	77832220	2
chr11	78176922	78204241	3
chr11	78467850	78482183	1
chr11	82560091	82564320	2
chr11	82560091	82571159	1
chr11	82874721	82875443	1
chr11	82878167	82881037	1
chr11	82989769	82991303	1
chr11	85685751	85692271	1
chr11	85685751	85695016	1
chr11	85685751	85714494	1
chr11	85685751	85742653	3
chr11	85687666	85692271	1
chr11	85692172	85693031	1
chr11	85692172	85695016	1
chr11	85692172	85707972	1
chr11	85692172	85742653	1
chr11	85692788	85707972	2
chr11	85694909	85742653	2
chr11	85701293	85714494	1
chr11	85707869	85712201	1
chr11	85707869	85714494	11
chr11	85707869	85737409	1
chr11	85707869	85742653	4
chr11	85714409	85726006	3
chr11	85718585	85742653	4
chr11	85722073	85742653	1
chr11	85723324	85742653	2
chr11	85733410	85742653	13
chr11	85734459	85737409	1
chr11	85737334	85742653	1
chr11	85960513	85960602	1
chr11	85960513	85967554	2
chr11	85961338	85963282	1
chr11	86017339	86017431	1
chr11	86778736	86802437	5
chr11	89944383	89947271	2
chr11	93417130	93424941	1
chr11	93429486	93433352	5
chr11	93429486	93440063	1
chr11	93435626	93440063	1
chr11	93800789	93800839	1
chr11	94528177	94533477	4
chr11	94532556	94533477	2
chr11	94583279	94587247	1
chr11	94801287	94801346	1
chr11	95552006	95552068	1
chr11	95569312	95569488	1
chr11	95718695	95724915	1
chr11	95825056	95826681	6
chr11	95912326	96069652	2
chr11	101832472	101834611	1
chr11	101984875	101985125	2
chr11	102056749	102076805	1
chr11	102056749	102080295	1
chr11	102056776	102056862	1
chr11	102076624	102080295	1
chr11	102076624	102094483	1
chr11	102220609	102248773	3
chr11	102221077	102248773	6
chr11	102221077	102248888	3
chr11	102221082	102248773	1
chr11	102221082	102248777	1
chr11	102221558	102234447	1
chr11	102221575	102248773	7
chr11	102221575	102248888	1
chr11	102233627	102239279	7
chr11	102319543	102319599	1
chr11	102709302	102709409	1
chr11	102854244	102854764	1
chr11	103036627	103048549	1
chr11	103080605	103126969	1
chr11	103086450	103093815	2
chr11	103090644	103093815	1
chr11	103092759	103093815	2
chr11	103126144	103182762	1
chr11	103151077	103158334	1
chr11	103151077	103182762	1
chr11	103151077	103187349	1
chr11	103151077	103194718	2
chr11	103173822	103187349	2
chr11	103173822	103194718	11
chr11	103173822	103229087	10
chr11	103191758	103194718	3
chr11	106849345	106856857	2
chr11	107916997	107925682	3
chr11	107959254	107966418	1
chr11	107968363	107969256	1
chr11	108004547	108009768	1
chr11	108009625	108010942	1
chr11	108010792	108013277	2
chr11	108042926	108047817	1
chr11	108046973	108047817	1
chr11	108055959	108061227	1
chr11	108106397	108117854	1
chr11	108106397	108128333	1
chr11	108119660	108124766	2
chr11	108137898	108138069	1
chr11	108172375	108175579	2
chr11	108356884	108361894	1
chr11	109137912	109138632	1
chr11	110007388	110008139	3
chr11	110007388	110030215	5
chr11	110134685	110135599	1
chr11	111618678	111626174	1
chr11	111715324	111728460	3
chr11	111948939	111951282	1
chr11	113723223	113725057	1
chr11	116627862	116629123	1
chr11	116627862	116631668	1
chr11	117023157	117034608	7
chr11	117030650	117034608	1
chr11	117040469	117040591	1
chr11	117054495	117054855	3
chr11	117075893	117076053	1
chr11	117098986	117099052	1
chr11	117109317	117110576	1
chr11	117150624	117150975	1
chr11	118279748	118279856	2
chr11	118344894	118365482	2
chr11	118352651	118352686	1
chr11	118372417	118375754	2
chr11	118422501	118430579	3
chr11	118425174	118430579	2
chr11	118453894	118455359	3
chr11	118635917	118639060	1
chr11	118650341	118657227	5
chr11	118651830	118657227	2
chr11	118656761	118657227	3
chr11	118940944	118944661	2
chr11	118947607	118948357	1
chr11	118949608	118949661	1
chr11	119050402	119050997	1
chr11	119142445	119144734	1
chr11	119144578	119145663	2
chr11	119144578	119149423	1
chr11	120097558	120097705	1
chr11	120276827	120308091	1
chr11	120276827	120280159	2
chr11	120276827	120278532	2
chr11	120345269	120348235	9
chr11	120346049	120348235	3
chr11	120916383	120926017	3
chr11	120916383	120930794	2
chr11	121962316	121962427	1
chr11	122646927	122647918	11
chr11	122928501	122928582	2
chr11	122929110	122929178	1
chr11	122929110	122929382	1
chr11	122944287	122968660	1
chr11	122953793	122955421	9
chr11	123315958	123317406	1
chr11	123464790	123466745	2
chr11	124653067	124654615	2
chr11	124908427	124908500	1
chr11	125465776	125478184	1
chr11	125472198	125478184	1
chr11	125483991	125488290	1
chr11	125513687	125514538	1
chr11	126142864	126143349	2
chr11	126611249	126615274	1
chr11	126740803	126743140	1
chr11	128350086	128360471	1
chr11	128354718	128360471	11
chr11	128467193	128467552	1
chr11	128628010	128642880	1
chr11	128638013	128642880	4
chr11	128963516	128994789	1
chr11	128993341	129034322	2
chr11	129979324	129980556	2
chr11	129979324	129992408	1
chr11	129990601	129992408	1
chr11	129999011	129999067	1
chr11	129999015	129999071	2
chr11	130010313	130011467	1
chr11	130130751	130131824	8
chr11	131814479	131846667	1
chr11	131865183	131909619	1
chr11	132016176	132016811	1
chr11	132812925	132812969	2
chr11	132910210	132910327	1
chr12	518534	547720	1
chr12	541032	542488	1
chr12	1003728	1006847	1
chr12	1136914	1137738	30
chr12	1213916	1250953	2
chr12	1289706	1299218	1
chr12	1399018	1399178	1
chr12	1740464	1755463	1
chr12	1754960	1756339	1
chr12	1754960	1756341	1
chr12	1754960	1760956	1
chr12	2224390	2229596	5
chr12	2558142	2566872	1
chr12	2595270	2622150	3
chr12	2774876	2775826	2
chr12	2929252	2930958	3
chr12	2931960	2933418	1
chr12	2975559	2977920	1
chr12	2983143	2983691	1
chr12	3029929	3031568	1
chr12	3046797	3047451	1
chr12	3050155	3050231	1
chr12	3103904	3131183	1
chr12	3129042	3129154	1
chr12	3395196	3395262	1
chr12	4626227	4628046	2
chr12	6499278	6500540	1
chr12	6630964	6631203	4
chr12	6657231	6657323	1
chr12	6657591	6657991	11
chr12	6659018	6659911	1
chr12	6696878	6697022	1
chr12	6707184	6707247	1
chr12	6764804	6765964	1
chr12	6857356	6857580	1
chr12	6859014	6859932	1
chr12	6879328	6879384	1
chr12	6943182	6946250	1
chr12	6978323	6978523	2
chr12	7178057	7178237	1
chr12	7281827	7281892	2
chr12	7527202	7527270	1
chr12	9096001	9096506	2
chr12	11992074	12006495	2
chr12	12022358	12022903	2
chr12	12397196	12397589	10
chr12	12788711	12788908	1
chr12	13368254	13368300	1
chr12	13368254	13368328	1
chr12	14587271	14591201	1
chr12	14587271	14619524	1
chr12	15784376	15794764	1
chr12	15784376	15823857	2
chr12	15793637	15815033	1
chr12	19406874	19410471	1
chr12	19406874	19413955	1
chr12	19422704	19440490	2
chr12	19473496	19475601	1
chr12	19473496	19496368	1
chr12	19473496	19498822	2
chr12	19498776	19501453	3
chr12	19615444	19626289	3
chr12	19615444	19653155	2
chr12	21791310	21794926	1
chr12	22635491	22659753	1
chr12	22637631	22659753	1
chr12	22796697	22826594	1
chr12	25031464	25047409	1
chr12	26208169	26208379	1
chr12	26208169	26220646	1
chr12	26208212	26220646	2
chr12	26217731	26217789	1
chr12	26218198	26218259	1
chr12	26225381	26225517	1
chr12	26703180	26757524	1
chr12	26864106	26878698	1
chr12	27143383	27148200	2
chr12	27149675	27152609	3
chr12	27521195	27523163	2
chr12	27521195	27529349	2
chr12	27521195	27533337	5
chr12	27802943	27824479	1
chr12	27867713	27877119	13
chr12	27867713	27890541	1
chr12	28408514	28460682	1
chr12	28457559	28460682	2
chr12	28458582	28460682	4
chr12	28544237	28605587	3
chr12	28544237	28637098	4
chr12	28603094	28637098	3
chr12	30792603	30802166	1
chr12	30826924	30827687	1
chr12	30878900	30904067	1
chr12	30881582	30904067	3
chr12	31545201	31545630	1
chr12	31595709	31600703	1
chr12	31841941	31862359	2
chr12	32751431	32754357	1
chr12	32751431	32764217	1
chr12	32902871	32903808	1
chr12	42604157	42604421	1
chr12	42604157	42604482	2
chr12	42604157	42606286	1
chr12	42745687	42768876	1
chr12	44537328	44605170	1
chr12	45725078	45742414	1
chr12	45725078	45751207	3
chr12	45782018	45782086	3
chr12	46205201	46215270	3
chr12	46319925	46322642	5
chr12	46320639	46320805	2
chr12	46339032	46345510	2
chr12	46752923	46753059	1
chr12	46754820	46754886	2
chr12	47471180	47473339	1
chr12	47497896	47501947	3
chr12	48191891	48192435	2
chr12	48457493	48460748	1
chr12	49425508	49425610	1
chr12	49491349	49491888	1
chr12	49578847	49578906	1
chr12	49888524	49893988	1
chr12	49952141	49952242	1
chr12	50050187	50052377	1
chr12	50059615	50062337	2
chr12	50384467	50386438	1
chr12	50384511	50384560	1
chr12	50385781	50386438	6
chr12	50396030	50400419	1
chr12	50488220	50490755	1
chr12	50821545	50822873	1
chr12	50821545	50824353	2
chr12	50821545	50831621	1
chr12	50821545	50856413	2
chr12	50821548	50829407	2
chr12	50824278	50831621	1
chr12	50829271	50835426	2
chr12	50831518	50835426	3
chr12	50831518	50855130	1
chr12	50854918	50867950	1
chr12	51076921	51077057	1
chr12	51076921	51090958	1
chr12	51089050	51090958	1
chr12	51127918	51130893	1
chr12	51173923	51189792	2
chr12	51402259	51404549	5
chr12	51442817	51451911	1
chr12	51449618	51450285	1
chr12	51858275	51858358	1
chr12	52139687	52145377	2
chr12	52180326	52188425	2
chr12	52574322	52579251	1
chr12	53448970	53449629	1
chr12	53647324	53647433	1
chr12	53670404	53671744	2
chr12	53702066	53702301	1
chr12	53775443	53805219	1
chr12	53777043	53777144	1
chr12	54062932	54063732	1
chr12	54745018	54745093	1
chr12	56119354	56119668	1
chr12	56527201	56528212	1
chr12	56604149	56604348	1
chr12	56637022	56642350	2
chr12	56645799	56648736	1
chr12	56742313	56743420	2
chr12	56743399	56743907	1
chr12	56774573	56774632	1
chr12	56824665	56826308	2
chr12	56956201	56965639	3
chr12	56962759	56975936	1
chr12	56997143	56999111	1
chr12	56998001	56999111	1
chr12	57032890	57033976	2
chr12	57453662	57466695	1
chr12	57463017	57466695	3
chr12	57501388	57501434	1
chr12	57570824	57571374	2
chr12	57625642	57626075	1
chr12	57627576	57627642	1
chr12	57628151	57628197	1
chr12	57693135	57704246	1
chr12	57857448	57857874	1
chr12	57927736	57928235	2
chr12	57928839	57929628	1
chr12	62708626	62708697	1
chr12	62894563	62902260	1
chr12	62937162	62938548	2
chr12	62949774	62972285	1
chr12	64539571	64539688	1
chr12	64803742	64810534	1
chr12	64816785	64825603	1
chr12	64827194	64829454	3
chr12	65078567	65088674	1
chr12	65091070	65091219	1
chr12	65122736	65130887	1
chr12	65702309	65722383	1
chr12	65702309	65762806	2
chr12	65720606	65762806	1
chr12	65750805	65759327	2
chr12	66221781	66221867	2
chr12	66232299	66232349	1
chr12	66235356	66235458	1
chr12	66513929	66514016	1
chr12	66539621	66554952	1
chr12	66591572	66611015	1
chr12	66597491	66605377	1
chr12	66597491	66611015	7
chr12	66597491	66622150	11
chr12	66597494	66622150	1
chr12	66603236	66611015	1
chr12	66620503	66622150	1
chr12	67686402	67696395	1
chr12	69047892	69048032	1
chr12	69047892	69050997	2
chr12	69050086	69050997	2
chr12	69107645	69109352	1
chr12	69202988	69218431	1
chr12	69644909	69663448	2
chr12	69924645	69956054	1
chr12	69983265	69985939	2
chr12	69983265	69987393	4
chr12	69986802	69987366	5
chr12	70671912	70704797	3
chr12	70687851	70713144	2
chr12	70719819	70724249	1
chr12	70735887	70740104	1
chr12	72007115	72023490	1
chr12	72020040	72022817	4
chr12	72051306	72054207	1
chr12	72053151	72054207	2
chr12	72163580	72167802	1
chr12	72955945	72969322	8
chr12	76461151	76468019	1
chr12	77191214	77216311	1
chr12	77419338	77421918	1
chr12	78334099	78362482	1
chr12	78334099	78392256	1
chr12	78334099	78401225	3
chr12	78334099	78415642	11
chr12	78334861	78392256	1
chr12	78360009	78362482	1
chr12	78360009	78415642	1
chr12	78388583	78415642	4
chr12	78400199	78401225	5
chr12	78400199	78415642	5
chr12	78430579	78431166	1
chr12	78552983	78562646	1
chr12	78569086	78583999	1
chr12	79320377	79321145	2
chr12	80222100	80239200	1
chr12	83250789	83251359	1
chr12	88462299	88500875	1
chr12	88481557	88524995	1
chr12	88486458	88502958	1
chr12	88542065	88570096	1
chr12	88553891	88570096	2
chr12	88898936	88912644	1
chr12	88898936	88939642	2
chr12	88910111	88912644	2
chr12	88926218	88939642	4
chr12	89853415	89866052	2
chr12	89860547	89866052	2
chr12	89996820	90005149	1
chr12	89997932	90029028	1
chr12	90003714	90005149	3
chr12	90003714	90029028	2
chr12	90010579	90029028	1
chr12	90013776	90029028	3
chr12	90028555	90049884	1
chr12	90028774	90029028	1
chr12	90049456	90049884	3
chr12	90049456	90071593	1
chr12	90059999	90071593	1
chr12	90061952	90071593	2
chr12	91502605	91502699	1
chr12	91572138	91572178	1
chr12	91572138	91572220	1
chr12	91572294	91572362	1
chr12	93192668	93202932	4
chr12	93192668	93205210	1
chr12	93202793	93221837	1
chr12	93213084	93226626	1
chr12	93219942	93246801	1
chr12	93221688	93246801	1
chr12	93226288	93246801	2
chr12	93244887	93246801	2
chr12	93246688	93246801	1
chr12	93802862	93802970	1
chr12	93984707	93984963	1
chr12	94243746	94253218	4
chr12	95434252	95443009	1
chr12	95451329	95451654	2
chr12	95602619	95605043	11
chr12	95663815	95668665	3
chr12	95688048	95690034	1
chr12	95879655	95897937	1
chr12	95887832	95905774	1
chr12	96677381	96680539	1
chr12	96692647	96694138	2
chr12	96717439	96717622	1
chr12	96717726	96728643	4
chr12	97328754	97346628	1
chr12	98921664	98931350	1
chr12	98931253	98941449	1
chr12	98989211	98989439	1
chr12	99071203	99093347	3
chr12	99780040	99793589	2
chr12	100166700	100175875	3
chr12	100433374	100444999	2
chr12	100441308	100453821	1
chr12	100478254	100497729	1
chr12	100489445	100502326	1
chr12	100489445	100522503	1
chr12	100676721	100691953	5
chr12	100988653	101012365	1
chr12	101679348	101684643	1
chr12	101720859	101728282	1
chr12	101750332	101750860	1
chr12	102107868	102110590	4
chr12	102291641	102295211	1
chr12	102292860	102295211	1
chr12	102301964	102308010	4
chr12	102419752	102455124	2
chr12	102492884	102506010	2
chr12	102542008	102558386	1
chr12	102558216	102576405	1
chr12	104200100	104208899	3
chr12	104413408	104415269	1
chr12	104425646	104425785	2
chr12	104473223	104476679	1
chr12	104514178	104517201	1
chr12	104682709	104683320	1
chr12	104712691	104721449	2
chr12	104721375	104725389	1
chr12	105321751	105322472	2
chr12	105504903	105516016	1
chr12	105534072	105540924	1
chr12	105558086	105558378	1
chr12	105582051	105582225	1
chr12	105600839	105623001	1
chr12	105759585	105760474	2
chr12	105764590	105764822	1
chr12	106632056	106632285	1
chr12	106633903	106634033	1
chr12	106770137	106773917	2
chr12	107177775	107209082	1
chr12	107236367	107237725	1
chr12	107236367	107245372	3
chr12	107393329	107393860	4
chr12	108082505	108082579	1
chr12	109041008	109041169	1
chr12	109042477	109042542	1
chr12	109046048	109048186	92
chr12	109046048	109055934	3
chr12	109052514	109052695	1
chr12	109052514	109055934	4
chr12	109094900	109112730	1
chr12	109094900	109095099	1
chr12	109094975	109095084	1
chr12	109179846	109180069	1
chr12	109212025	109212334	1
chr12	110344377	110354515	1
chr12	110449111	110449170	1
chr12	110449810	110457133	2
chr12	110454193	110463628	1
chr12	110565165	110584853	1
chr12	110566755	110570441	2
chr12	110566755	110581350	2
chr12	110572753	110574665	1
chr12	110734404	110760877	1
chr12	110764195	110765822	1
chr12	110777340	110777493	1
chr12	110778464	110780253	1
chr12	110922883	110927976	1
chr12	110922883	110925748	1
chr12	111799900	111799940	1
chr12	111888926	111888978	1
chr12	111920591	111924628	1
chr12	111923069	111924628	1
chr12	111923075	111924628	1
chr12	111926280	111957880	1
chr12	111947353	111948386	2
chr12	111947353	111951343	1
chr12	111951161	111957880	2
chr12	111951161	111958777	1
chr12	111951161	111993723	1
chr12	111962996	111990781	2
chr12	111962996	111993723	3
chr12	111990084	111993723	22
chr12	111991962	111993723	1
chr12	112087743	112098479	2
chr12	112096540	112097149	1
chr12	112096540	112098479	3
chr12	112130501	112147488	1
chr12	112303054	112308984	1
chr12	112321385	112321572	4
chr12	112371690	112381173	4
chr12	112613540	112614506	2
chr12	112616735	112617201	1
chr12	112654096	112666615	1
chr12	112674389	112674483	1
chr12	112750821	112752350	1
chr12	112757029	112757546	4
chr12	112846073	112846250	2
chr12	112846391	112846460	1
chr12	112910748	112915819	1
chr12	112939948	112944226	1
chr12	112946183	112946252	1
chr12	113705648	113707650	5
chr12	114377765	114380239	1
chr12	114792792	114793060	2
chr12	114823281	114841736	1
chr12	114823281	114841741	13
chr12	116434281	116435035	1
chr12	116534474	116549317	6
chr12	116642858	116675510	2
chr12	116664273	116675510	1
chr12	116668238	116675510	8
chr12	116668238	116678267	2
chr12	116668338	116675510	35
chr12	116674626	116675510	5
chr12	117365828	117402659	5
chr12	118456877	118465835	3
chr12	118517151	118520234	2
chr12	118583264	118583380	19
chr12	118619176	118619412	1
chr12	118693253	118704564	1
chr12	118693253	118734968	1
chr12	120153539	120153647	1
chr12	120241010	120288079	1
chr12	120260624	120272032	3
chr12	120270575	120288079	1
chr12	120287978	120307005	1
chr12	120295327	120295502	2
chr12	120532733	120541753	1
chr12	120611457	120611973	2
chr12	120612965	120614020	1
chr12	120651645	120652020	1
chr12	120935902	120936005	1
chr12	120977171	120984404	1
chr12	120984208	120984404	1
chr12	120995085	120998689	1
chr12	120995349	120995485	2
chr12	121000748	121001746	1
chr12	121002875	121004783	2
chr12	121137966	121138203	2
chr12	121138625	121138729	1
chr12	121220458	121222396	3
chr12	121220458	121248689	1
chr12	121442148	121442189	2
chr12	121773336	121783834	1
chr12	121853962	121855714	3
chr12	122181535	122190129	1
chr12	122199555	122209455	1
chr12	122252042	122252104	1
chr12	122380440	122386967	1
chr12	122386890	122413591	1
chr12	122611803	122615480	2
chr12	122812494	122812973	1
chr12	122825300	122826244	5
chr12	122861936	122865105	2
chr12	122995656	122999774	2
chr12	123014569	123019331	2
chr12	123022886	123024301	1
chr12	123028706	123036243	1
chr12	123052808	123061576	2
chr12	123064452	123065217	1
chr12	123262038	123265877	1
chr12	123665710	123712163	1
chr12	123678933	123682881	1
chr12	123702923	123712119	1
chr12	123787371	123795676	1
chr12	123798167	123800207	1
chr12	123983091	123984083	1
chr12	124071294	124074996	3
chr12	124090478	124101150	1
chr12	124094486	124099863	1
chr12	124115767	124115829	1
chr12	124118393	124130034	1
chr12	124158162	124163836	2
chr12	124189079	124191620	1
chr12	124218473	124221818	1
chr12	124846672	124848345	1
chr12	124922476	124941708	1
chr12	124934361	124979914	1
chr12	125436944	125462036	1
chr12	125448940	125450358	1
chr12	125448940	125457145	1
chr12	125587225	125591814	3
chr12	129283804	129285554	1
chr12	129293333	129299615	2
chr12	129299320	129299615	6
chr12	132237668	132241189	2
chr12	132464239	132479501	1
chr12	132510350	132511947	1
chr12	133158349	133158381	1
chr12	133233722	133236095	1
chr12	133256540	133257865	1
chr12	133357384	133360893	1
chr12	133428204	133430159	1
chr13	20346382	20356931	2
chr13	20409617	20413125	2
chr13	20576990	20580726	1
chr13	20600752	20633702	1
chr13	20625573	20641530	3
chr13	21215429	21217744	1
chr13	21305980	21306260	1
chr13	21305980	21311944	1
chr13	21373304	21375129	3
chr13	21381596	21429904	1
chr13	21395843	21418025	2
chr13	21557363	21557945	2
chr13	21619824	21620369	2
chr13	21619824	21620585	1
chr13	21732061	21746820	2
chr13	21735929	21742538	1
chr13	21742127	21742538	14
chr13	21742127	21746820	1
chr13	21987791	21999817	2
chr13	23927924	23942626	1
chr13	23927924	23945304	5
chr13	23939305	23945304	1
chr13	24164289	24200931	1
chr13	24410379	24415627	1
chr13	25473557	25487229	1
chr13	25478064	25487229	1
chr13	25825787	25848325	1
chr13	26898909	26928017	1
chr13	26956951	26959479	1
chr13	26956951	26975761	1
chr13	26974590	26975761	2
chr13	27744380	27744452	1
chr13	28008939	28009053	2
chr13	28748409	28752072	14
chr13	28748409	28771483	1
chr13	28813716	28855516	3
chr13	28830429	28855516	3
chr13	28830429	28854678	1
chr13	28830429	28835595	4
chr13	28840852	28845003	2
chr13	28841232	28866648	1
chr13	28959022	28964241	2
chr13	29149141	29149246	1
chr13	30104675	30110339	6
chr13	30104675	30127997	2
chr13	30106961	30127997	1
chr13	30127898	30128810	2
chr13	30127898	30146149	1
chr13	30156915	30157034	1
chr13	30801549	30815223	2
chr13	30826068	30829752	3
chr13	30828242	30829752	1
chr13	30857753	30857928	1
chr13	31204972	31205611	3
chr13	31789188	31835219	1
chr13	32900238	32900750	1
chr13	32903580	32907524	1
chr13	32936660	32937670	1
chr13	32945148	32945237	1
chr13	32953454	32954282	1
chr13	32953535	32953605	1
chr13	33091994	33101669	15
chr13	33232376	33253066	1
chr13	33306238	33309467	7
chr13	33327470	33334858	1
chr13	35622700	35672542	2
chr13	35670133	35716514	1
chr13	36046720	36046952	1
chr13	36878435	36878516	2
chr13	36886282	36886614	1
chr13	36909780	36909879	1
chr13	37591382	37598579	1
chr13	37598172	37598579	1
chr13	37614542	37625720	2
chr13	38225402	38237866	1
chr13	38320074	38320592	2
chr13	40293373	40301685	1
chr13	41515057	41515506	2
chr13	41826781	41835051	1
chr13	41835567	41835961	1
chr13	41890982	41894960	2
chr13	41890982	41910892	4
chr13	42385361	42393522	2
chr13	42385361	42407667	1
chr13	42439872	42442613	4
chr13	42693231	42703768	1
chr13	42729427	42734272	1
chr13	43528084	43544806	1
chr13	44442830	44444727	2
chr13	45517577	45523973	2
chr13	46070287	46077484	1
chr13	46090278	46104915	2
chr13	46559432	46563232	3
chr13	46562922	46563232	1
chr13	46577274	46616410	1
chr13	46594584	46619651	1
chr13	46616299	46619651	1
chr13	47224336	47243291	1
chr13	47297356	47308133	1
chr13	48479464	48481270	1
chr13	48513402	48542868	1
chr13	48657507	48664554	1
chr13	48827944	48835457	2
chr13	48830443	48830519	1
chr13	49050914	49050979	1
chr13	49712883	49720071	5
chr13	49741380	49749677	1
chr13	49741380	49752790	2
chr13	49742749	49752790	1
chr13	49771013	49772710	1
chr13	50025689	50026045	1
chr13	50025689	50035298	2
chr13	50034243	50042096	1
chr13	50279757	50280508	1
chr13	50296091	50299637	1
chr13	51501543	51523641	1
chr13	51517457	51517530	1
chr13	51939839	51969619	2
chr13	51956165	51963580	1
chr13	52219859	52219906	1
chr13	52593049	52593279	1
chr13	52971367	52972329	3
chr13	52990152	53013303	1
chr13	53000067	53007883	1
chr13	53035443	53035546	1
chr13	60348323	60385057	3
chr13	60348323	60566717	1
chr13	60407241	60413582	4
chr13	60407241	60453602	1
chr13	60435541	60490383	1
chr13	60453363	60566717	1
chr13	60485869	60548590	1
chr13	60544078	60566717	1
chr13	60676927	60685464	2
chr13	61083897	61109367	1
chr13	73347822	73351631	1
chr13	73347822	73352518	2
chr13	73539412	73592974	2
chr13	75900333	75923438	1
chr13	75900333	75936743	1
chr13	75930283	75936743	1
chr13	76408362	76410593	1
chr13	76419463	76423428	1
chr13	77456160	77456319	1
chr13	77589544	77595996	1
chr13	77692475	77700677	1
chr13	77700453	77703365	3
chr13	77738589	77765948	1
chr13	77743749	77745769	2
chr13	77779391	77786295	1
chr13	77791975	77818086	3
chr13	77817194	77870809	1
chr13	77852893	77870809	2
chr13	79888341	79893829	1
chr13	79908479	79953042	1
chr13	79915258	79953042	1
chr13	79945080	79946065	3
chr13	80094945	80122529	1
chr13	86036180	86036297	2
chr13	95686859	95705438	1
chr13	95686859	95715113	2
chr13	95695936	95705438	1
chr13	95723916	95735544	2
chr13	95768176	95830345	1
chr13	95813443	95818621	1
chr13	95813443	95822882	1
chr13	95813443	95830345	2
chr13	95813443	95847191	2
chr13	95822786	95840796	1
chr13	95829961	95840796	1
chr13	96242660	96246260	2
chr13	96375496	96377506	6
chr13	96409898	96416207	18
chr13	96412294	96413052	1
chr13	96445281	96445350	1
chr13	96485181	96489456	3
chr13	96485181	96511929	1
chr13	96529533	96555314	1
chr13	96529952	96555314	2
chr13	96622366	96648389	1
chr13	96622366	96651561	2
chr13	96636058	96651561	3
chr13	96637493	96648389	1
chr13	98645146	98652899	1
